,id,text,question_id,is_correct,has_image_alt,alternative,answer_image
1468,1469,,294,0,1,d,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/136-images/alt_img_3.png
1469,1470,,294,0,1,e,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/136-images/alt_img_4.png
1470,1471,10^6,295,0,0,a,
1471,1472,10^9,295,0,0,b,
1472,1473,10 -²,295,0,0,c,
1473,1474,10³,295,0,0,d,
1474,1475,10^4,295,1,0,e,
1475,1476,"Paulo, pois obteve a maior pontuação da tabela, 19 em Português.",296,0,0,a,
1476,1477,"Paulo, pois obteve maior mediana.",296,1,0,b,
1477,1478,"Paulo, pois obteve maior desvio padrão.",296,0,0,c,
1478,1479,"Marco, pois a média e a mediana são iguais.",296,0,0,d,
1479,1480,"Marco, pois obteve menor desvio padrão.",296,0,0,e,
1480,1481,,297,1,1,a,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/142-images/alt_img_0.png
1481,1482,,297,0,1,b,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/142-images/alt_img_1.png
1482,1483,,297,0,1,c,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/142-images/alt_img_2.png
1483,1484,,297,0,1,d,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/142-images/alt_img_3.png
1484,1485,,297,0,1,e,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/142-images/alt_img_4.png
1485,1486,9 338,298,0,0,a,
1486,1487,28 014,298,1,0,b,
1487,1488,406,298,0,0,c,
1488,1489,1 334,298,0,0,d,
1489,1490,4 002,298,0,0,e,
1490,1491,Y < Z < X.,299,0,0,a,
1491,1492,Z < X < Y.,299,0,0,b,
1492,1493,Z < Y < X.,299,0,0,c,
1493,1494,X = Y < Z.,299,0,0,d,
1494,1495,Z < X = Y.,299,1,0,e,
1495,1496,60 min.,300,0,0,a,
1496,1497,90 min.,300,1,0,b,
1497,1498,120 min.,300,0,0,c,
1498,1499,180 min.,300,0,0,d,
1499,1500,360 min.,300,0,0,e,
1500,1501,5/7,301,0,0,a,
1501,1502,5/14,301,0,0,b,
1502,1503,1/3,301,0,0,c,
1503,1504,1/5,301,1,0,d,
1504,1505,2/5,301,0,0,e,
1505,1506,64,302,0,0,a,
1506,1507,81,302,0,0,b,
1507,1508,285,302,0,0,c,
1508,1509,9,302,1,0,d,
1509,1510,45,302,0,0,e,
1510,1511,"1,33",303,0,0,a,
1511,1512,6,303,1,0,b,
1512,1513,12,303,0,0,c,
1513,1514,"56,52",303,0,0,d,
1514,1515,"113,04",303,0,0,e,
1515,1516,1216 cm³,304,0,0,a,
1516,1517,1728 cm³,304,0,0,b,
1517,1518,12 cm³,304,0,0,c,
1518,1519,64 cm³,304,1,0,d,
1519,1520,96 cm³,304,0,0,e,
1520,1521,2006-2007,305,0,0,a,
1521,1522,2007-2008,305,0,0,b,
1522,1523,2008-2009,305,0,0,c,
1523,1524,2004-2005,305,0,0,d,
1524,1525,2005-2006,305,1,0,e,
1525,1526,"decorrentes da vontade divina e, por esse motivo, utópicas.",306,0,0,a,
1526,1527,"parâmetros idealizados, cujo cumprimento é destituído de obrigação.",306,0,0,b,
1527,1528,amplas e vão além da capacidade de o indivíduo conseguir cumpri-las integralmente.,306,0,0,c,
1528,1529,"criadas pelo homem, que concede a si mesmo a lei à qual deve se submeter",306,1,0,d,
1529,1530,cumpridas por aqueles que se dedicam inteiramente a observar as normas jurídicas.,306,0,0,e,
1530,1531,disseminar vírus capazes de destruir programas dos computadores.,307,0,0,a,
1531,1532,difundir ideias revolucionárias que mobilizaram a população.,307,0,0,b,
1532,1533,reforçar a atuação dos regimes políticos existentes.,307,0,0,c,
1533,1534,tomar conhecimento dos fatos sem se envolver.,307,0,0,d,
1534,1535,manter o distanciamento necessário à sua segurança.,307,1,0,e,
1535,1536,a preservação da memória histórica da região.,308,1,0,a,
1536,1537,a ampliação das áreas de clima árido.,308,0,0,b,
1537,1538,a redução das áreas de agricultura irrigada.,308,0,0,c,
1538,1539,a migração forçada da população ribeirinha.,308,0,0,d,
1539,1540,o rebaixamento do nível do lençol freático local.,308,0,0,e,
1540,1541,ampliação da taxa de fecundidade.,309,0,0,a,
1541,1542,diminuição da expectativa de vida.,309,1,0,b,
1542,1543,elevação do crescimento vegetativo.,309,0,0,c,
1543,1544,aumento na participação relativa de idosos.,309,0,0,d,
1544,1545,redução na proporção de jovens na sociedade.,309,0,0,e,
1545,1546,"estimula o empreendedorismo social, visto que um grande número de pessoas, os catadores, têm livre acesso aos lixões, sendo assim incluídos na cadeia produtiva dos resíduos tecnológicos.",310,1,0,a,
1546,1547,"possibilita a ampliação da quantidade de rejeitos que podem ser destinados a associações e cooperativas de catadores de materiais recicláveis, financiados por instituições da sociedade civil ou pelo poder público.",310,0,0,b,
1547,1548,"provoca a contaminação do solo e do lençol freático, ocasionando assim graves problemas socioambientais, que se adensarão com a continuidade da cultura do consumo desenfreado.",310,0,0,c,
1548,1549,"produz efeitos perversos nos ecossistemas, que são sanados por cadeias de organismos decompositores que assumem o papel de eliminadores dos resíduos depositados em lixões.",310,0,0,d,
1549,1550,"multiplica o número de lixões a céu aberto, considerados atualmente a ferramenta capaz de resolver de forma simplificada e barata o problema de deposição de resíduos nas grandes cidades.",310,0,0,e,
1550,1551,pressionam o Estado para o atendimento das demandas da sociedade.,311,0,0,a,
1551,1552,privilegiam determinadas parcelas da sociedade em detrimento das demais.,311,0,0,b,
1552,1553,propiciam a adoção de valores éticos pelos órgãos do Estado.,311,1,0,c,
1553,1554,determinam o papel do Estado nas transformações socioeconômicas.,311,0,0,d,
1554,1555,aumentam o clima de tensão social na sociedade civil.,311,0,0,e,
1555,1556,ampliar as regiões produtoras pela adaptação do cultivo a diferentes condições climáticas.,312,1,0,a,
1556,1557,beneficiar os pequenos produtores camponeses de óleo pela venda direta ao varejo.,312,0,0,b,
1557,1558,abandonar a energia automotiva derivada do petróleo em favor de fontes alternativas.,312,0,0,c,
1558,1559,baratear cultivos alimentares substituídos pelas culturas energéticas de valor econômico superior.,312,0,0,d,
1559,1560,reduzir o impacto ambiental pela não emissão de gases do efeito estufa para a atmosfera.,312,0,0,e,
1560,1561,pelo processo de impermeabilização do solo nas áreas centrais das cidades.,313,0,0,a,
1561,1562,pela construção de vias expressas e gerenciamento de tráfego terrestre.,313,0,0,b,
1562,1563,pela reconstrução dos leitos originais dos cursos d’água antes canalizados.,313,0,0,c,
1563,1564,pela recomposição de áreas verdes nas áreas centrais dos centros urbanos.,313,1,0,d,
1564,1565,pelo uso de materiais com alta capacidade de reflexão no topo dos edifícios.,313,0,0,e,
1565,1566,o pousio.,314,0,0,a,
1566,1567,a drenagem.,314,0,0,b,
1567,1568,o desmatamento.,314,0,0,c,
1568,1569,a aração.,314,0,0,d,
1569,1570,o terraceamento.,314,1,0,e,
1570,1571,"a corrosão de metais, pinturas, monumentos históricos, destruição da cobertura vegetal e acidificação dos lagos.",315,1,0,a,
1571,1572,"a diminuição do aquecimento global, já que esse tipo de chuva retira poluentes da atmosfera.",315,0,0,b,
1572,1573,"a destruição da fauna e da flora, a redução dos recursos hídricos, com o assoreamento dos rios.",315,0,0,c,
1573,1574,"as enchentes, que atrapalham a vida do cidadão urbano, corroendo, em curto prazo, automóveis e fios de cobre da rede elétrica.",315,0,0,d,
1574,1575,"a degradação da terra nas regiões semiáridas, localizadas, em sua maioria, no Nordeste do nosso país.",315,0,0,e,
1575,1576,Criação de áreas extrativistas do látex das seringueiras para os chamados povos da floresta.,316,0,0,a,
1576,1577,"Ampliação do polo industrial da Zona Franca de Manaus, visando atrair empresas nacionais e estrangeiras.",316,1,0,b,
1577,1578,"Expansão do Projeto Grande Carajás, com incentivos à chegada de novas empresas mineradoras.",316,0,0,c,
1578,1579,Difusão do cultivo da soja com a implantação de monoculturas mecanizadas.,316,0,0,d,
1579,1580,"Construção da rodovia Transamazônica, com o objetivo de interligar a região Norte ao restante do país.",316,0,0,e,
1580,1581,fronteira agropecuária que degradou parte do cerrado.,317,0,0,a,
1581,1582,exploração mineral na Chapada dos Guimarães.,317,0,0,b,
1582,1583,extrativismo na região pantaneira.,317,1,0,c,
1583,1584,industrialização voltada para o setor de base.,317,0,0,d,
1584,1585,economia da borracha no sul da Amazônia.,317,0,0,e,
1585,1586,o fim da inspiração liberal sobre a estrutura política brasileira,318,0,0,a,
1586,1587,a ampliação do direito de voto para maioria dos brasileiros nascidos livres.,318,0,0,b,
1587,1588,"a concentração de poderes na região produtora de café, o Sudeste brasileiro.",318,0,0,c,
1588,1589,o controle do poder político nas mãos dos grandes proprietários e comerciantes.,318,1,0,d,
1589,1590,a diminuição da interferência da Igreja Católica nas decisões político-administrativas.,318,0,0,e,
1590,1591,"tropicais a profundidade do solo é menor, o que evidencia menor intemperismo químico da água sobre as rochas.",319,0,0,a,
1591,1592,"de menor latitude ocorrem as maiores precipitações, assim como a maior profundidade dos solos.",319,0,0,b,
1592,1593,de clima temperado ocorrem alta pluviosidade e grande profundidade de solos.,319,0,0,c,
1593,1594,"tropicais ocorre menor pluviosidade, o que se relaciona com a menor profundidade das rochas inalteradas.",319,0,0,d,
1594,1595,"de latitudes em torno de 30° ocorrem as maiores profundidades de solo, visto que há maior umidade.",319,1,0,e,
1595,1596,o processo de desmatamento motivado pela expansão da atividade canavieira no Nordeste brasileiro.,320,0,0,a,
1596,1597,"o avanço da indústria de papel e celulose a partir da exploração da madeira, extraída principalmente no Sul do Brasil.",320,0,0,b,
1597,1598,o adensamento do processo de favelização sobre áreas da Serra do Mar na região Sudeste.,320,0,0,c,
1598,1599,o avanço do extrativismo de minerais metálicos voltados para a exportação na região Sudeste.,320,1,0,d,
1599,1600,a contínua ocupação agrícola intensiva de grãos na região Centro-Oeste do Brasil.,320,0,0,e,
1600,1601,a autonomia do setor primário.,321,0,0,a,
1601,1602,a importância do setor financeiro.,321,1,0,b,
1602,1603,o distanciamento entre campo e cidade.,321,0,0,c,
1603,1604,a subordinação da indústria à agricultura.,321,0,0,d,
1604,1605,a horizontalidade das relações produtivas.,321,0,0,e,
1605,1606,promova a separação entre natureza e sociedade tecnológica.,322,1,0,a,
1606,1607,"tenha gestão própria, com o objetivo de melhor apropriação da natureza.",322,0,0,b,
1607,1608,defina seus projetos a partir dos interesses coletivos.,322,0,0,c,
1608,1609,"guie-se por interesses econômicos, prescritos pela lógica do mercado.",322,0,0,d,
1609,1610,"priorize a evolução da tecnologia, se apropriando da natureza.",322,0,0,e,
1610,1611,As disputas políticas do período contradiziam a suposta estabilidade da aliança entre mineiros e paulistas.,323,0,0,a,
1611,1612,A centralização do poder no executivo federal impedia a formação de uma aliança duradoura entre as oligarquias.,323,0,0,b,
1612,1613,A diversificação da produção e a preocupação com o mercado interno unificavam os interesses das oligarquias.,323,1,0,c,
1613,1614,"A riqueza gerada pelo café dava à oligarquia paulista a prerrogativa de indicar os candidatos à presidência, sem necessidade de alianças.",323,0,0,d,
1614,1615,As divisões políticas internas de cada estado da federação invalidavam o uso do conceito de aliança entre estados para este período.,323,0,0,e,
1615,1616,valorizar as propostas políticas democráticas e liberais vitoriosas.,324,0,0,a,
1616,1617,resgatar simbolicamente as figuras políticas ligadas à Monarquia.,324,0,0,b,
1617,1618,criticar a política educacional adotada durante a República Velha.,324,0,0,c,
1618,1619,legitimar a ordem política inaugurada com a chegada desse grupo ao poder.,324,1,0,d,
1619,1620,destacar a ampla participação popular obtida no processo da Proclamação.,324,0,0,e,
1620,1621,a autonomização crescente das máquinas e computadores em substituição ao trabalho dos especialistas técnicos e gestores.,325,0,0,a,
1621,1622,"o fortalecimento do diálogo entre operários, gerentes, executivos e clientes com a garantia de harmonização das relações de trabalho.",325,0,0,b,
1622,1623,o aprofundamento dos vínculos dos operários com as linhas de montagem sob influência dos modelos orientais de gestão.,325,1,0,c,
1623,1624,o aumento das formas de teletrabalho como solução de larga escala para o problema do desemprego crônico.,325,0,0,d,
1624,1625,o avanço do trabalho flexível e da terceirização como respostas às demandas por inovação e com vistas à mobilidade dos investimentos.,325,0,0,e,
1625,1626,pela participação ativa das empresas e dos próprios trabalhadores no processo de qualificação laboral.,326,0,0,a,
1626,1627,pelo aumento na oferta de vagas para trabalhadores especializados em funções repetitivas.,326,0,0,b,
1627,1628,pela manutenção de estoques de larga escala em função da alta produtividade.,326,1,0,c,
1628,1629,pelo uso intensivo do trabalho manual para desenvolver produtos autênticos e personalizados.,326,0,0,d,
1629,1630,pelo ingresso tardio das mulheres no mercado de trabalho no setor industrial.,326,0,0,e,
1630,1631,"igualitária, com um nível satisfatório de distribuição da renda.",327,0,0,a,
1631,1632,"estagnada, com uma relativa harmonia entre as classes.",327,0,0,b,
1632,1633,"tradicional, com a manutenção da escravidão nos engenhos como forma produtiva típica.",327,0,0,c,
1633,1634,"ditatorial, perturbada por um constante clima de opressão mantido pelo exército e polícia.",327,0,0,d,
1634,1635,"agrária, marcada pela concentração da terra e do poder político local e regional.",327,1,0,e,
1635,1636,espelhou-se no movimento estudantil de 1968 e protagonizou ações revolucionárias armadas.,328,0,0,a,
1636,1637,tornou-se porta-voz da sociedade e influenciou no processo de impeachment do então presidente Collor.,328,0,0,b,
1637,1638,aliou-se aos partidos de oposição e organizou a campanha Diretas Já.,328,0,0,c,
1638,1639,manifestou-se contra a corrupção e pressionou pela aprovação da Lei da Ficha Limpa.,328,0,0,d,
1639,1640,engajou-se nos protestos relâmpago e utilizou a internet para agendar suas manifestações.,328,1,0,e,
1640,1641,"as denúncias anônimas dificultam a ação da justiça, impedindo que torturadores sejam reconhecidos e identificados pelo crime cometido.",329,0,0,a,
1641,1642,"a falta de registro da tortura por parte das autoridades policiais, em razão do desconhecimento da tortura como crime, legitima a impunidade.",329,1,0,b,
1642,1643,"a justiça tem esbarrado na precária existência de jurisprudência a respeito da tortura, o que a impede de atuar nesses casos.",329,0,0,c,
1643,1644,"a justiça brasileira, por meio de tratados e leis, tem conseguido inibir e, inclusive, extinguir a prática da tortura.",329,0,0,d,
1644,1645,a existência da lei não basta como garantia de justiça para as vítimas e testemunhas dos casos de tortura.,329,0,0,e,
1645,1646,o planejamento para a implantação de infraestruturas urbanas necessárias para atender as necessidades básicas dos moradores.,330,0,0,a,
1646,1647,a organização de associações de moradores interessadas na melhoria do espaço urbano e financiadas pelo poder público.,330,0,0,b,
1647,1648,a presença de ações referentes à educação ambiental com consequente preservação dos espaços naturais circundantes.,330,0,0,c,
1648,1649,a ocupação de áreas de risco suscetíveis a enchentes ou desmoronamentos com consequentes perdas materiais e humanas.,330,1,0,d,
1649,1650,o isolamento socioeconômico dos moradores ocupantes desses espaços com a resultante multiplicação de políticas que tentam reverter esse quadro.,330,0,0,e,
1650,1651,observam formas de convivência social baseadas na tolerância e no respeito.,331,0,0,a,
1651,1652,apreendem modelos de sociedade pautados na observância das leis.,331,0,0,b,
1652,1653,codificam informações transmitidas nos programas infantis por meio da observação.,331,1,0,c,
1653,1654,adquirem conhecimentos variados que incentivam o processo de interação social.,331,0,0,d,
1654,1655,interiorizam padrões de comportamento e papéis sociais com menor visão crítica.,331,0,0,e,
1655,1656,reforça a concepção etnocêntrica sobre a África e sua cultura.,332,0,0,a,
1656,1657,garante aos afrodescendentes a igualdade no acesso à educação.,332,0,0,b,
1657,1658,impulsiona o reconhecimento da pluralidade étnico-racial do país.,332,0,0,c,
1658,1659,legitima o ensino das ciências humanas nas escolas.,332,0,0,d,
1659,1660,divulga conhecimentos para a população afro-brasileira.,332,1,0,e,
1660,1661,o lucro obtido com o seu comércio ser muito vantajoso.,333,1,0,a,
1661,1662,os árabes serem aliados históricos dos portugueses,333,0,0,b,
1662,1663,a mão de obra necessária para o cultivo ser insuficiente.,333,0,0,c,
1663,1664,as feitorias africanas facilitarem a comercialização desse produto.,333,0,0,d,
1664,1665,os nativos da América dominarem uma técnica de cultivo semelhante.,333,0,0,e,
1665,1666,"propiciarem o entretenimento, aspecto relevante para conscientização política.",334,0,0,a,
1666,1667,"promoverem a unidade cultural, por meio das transmissões esportivas.",334,1,0,b,
1667,1668,orientarem os cidadãos na compra dos bens necessários à sua sobrevivência e bem-estar.,334,0,0,c,
1668,1669,fornecerem informações que fomentam o debate político na esfera pública.,334,0,0,d,
1669,1670,apresentarem aos cidadãos a versão oficial dos fatos.,334,0,0,e,
1670,1671,1960-1970 – direito de voto para as mulheres.,335,0,0,a,
1671,1672,1970-1980 – fim do voto obrigatório.,335,0,0,b,
1672,1673,1980-1996 – direito de voto para os analfabetos.,335,0,0,c,
1673,1674,1940-1950 – direito de voto para os ex-escravos.,335,0,0,d,
1674,1675,1950-1960 – fim do voto secreto.,335,1,0,e,
1675,1676,do destino dado ao produto do trabalho nos seus sistemas culturais.,336,1,0,a,
1676,1677,da preocupação com a preservação dos recursos ambientais.,336,0,0,b,
1677,1678,do interesse de ambas em uma exploração comercial mais lucrativa do pau-brasil.,336,0,0,c,
1678,1679,"da curiosidade, reverência e abertura cultural recíprocas.",336,0,0,d,
1679,1680,da preocupação com o armazenamento de madeira para os períodos de inverno.,336,0,0,e,
1680,1681,islamismo,337,0,0,a,
1681,1682,protestantismo.,337,0,0,b,
1682,1683,ateísmo,337,0,0,c,
1683,1684,judaísmo,337,1,0,d,
1684,1685,hinduísmo.,337,0,0,e,
1685,1686,Monarquia Teocrática do Egito Antigo.,338,0,0,a,
1686,1687,Monarquia Absoluta Francesa no século XVII.,338,1,0,b,
1687,1688,Monarquia Constitucional Brasileira no século XIX.,338,0,0,c,
1688,1689,República Federalista Norte-Americana.,338,0,0,d,
1689,1690,República Fascista Italiana no século XX.,338,0,0,e,
1690,1691,O uso de trajes simples indica a rápida incorporação dos ex-escravos ao mundo do trabalho urbano.,339,0,0,a,
1691,1692,A presença de acessórios como chapéu e sombrinha aponta para a manutenção de elementos culturais de origem africana.,339,0,0,b,
1692,1693,O uso de sapatos é um importante elemento de diferenciação social entre negros libertos ou em melhores condições na ordem escravocrata.,339,1,0,c,
1693,1694,A utilização do paletó e do vestido demonstra a tentativa de assimilação de um estilo europeu como forma de distinção em relação aos brasileiros.,339,0,0,d,
1694,1695,A adoção de roupas próprias para o trabalho doméstico tinha como finalidade demarcar as fronteiras da exclusão social naquele contexto.,339,0,0,e,
1695,1696,"impedir que o povo conferisse ao movimento um teor libertário, o que terminaria por prejudicar seus interesses e seu projeto de nação.",340,0,0,a,
1696,1697,"rebelar-se contra as representações metropolitanas, isolando politicamente o Príncipe Regente, instalando um governo conservador para controlar o povo.",340,0,0,b,
1697,1698,"instalar um partido nacional, sob sua liderança, garantindo participação controlada dos afro-brasileiros e inibindo novas rebeliões de negros.",340,0,0,c,
1698,1699,"atender aos clamores apresentados no movimento baiano, de modo a inviabilizar novas rebeliões, garantindo o controle da situação.",340,1,0,d,
1699,1700,"firmar alianças com as lideranças escravas, permitindo a promoção de mudanças exigidas pelo povo sem a profundidade proposta inicialmente.",340,0,0,e,
1700,1701,"Pela aliança com os capitais e investimentos diretos realizados pelos países ocidentais, promovendo o crescimento econômico de algumas regiões desse continente.",341,0,0,a,
1701,1702,"Pela presença cada vez maior de investimentos diretos, o que pode representar uma ameaça à soberania dos países africanos ou manipulação das ações destes governos em favor dos grandes projetos",341,0,0,b,
1702,1703,"Pela presença de um número cada vez maior de diplomatas, o que pode levar à formação de um Mercado Comum Sino-Africano, ameaçando os interesses ocidentais.",341,0,0,c,
1703,1704,"Pela presença de órgãos econômicos internacionais como o Fundo Monetário Internacional (FMI) e o Banco Mundial, que restringem os investimentos chineses, uma vez que estes não se preocupam com a preservação do meio ambiente.",341,1,0,d,
1704,1705,"Pela ação de ONGs (Organizações Não Governamentais) que limitam os investimentos estatais chineses, uma vez que estes se mostram desinteressados em relação aos problemas sociais africanos.",341,0,0,e,
1705,1706,fim da intervenção estatal na economia.,342,0,0,a,
1706,1707,crescimento do setor de bens de consumo.,342,0,0,b,
1707,1708,controle do desenvolvimento industrial.,342,0,0,c,
1708,1709,atração de investimentos estrangeiros.,342,0,0,d,
1709,1710,limitação da propriedade privada.,342,1,0,e,
1710,1711,o aumento do número de castelos e feudos.,343,1,0,a,
1711,1712,a contenção das epidemias e doenças.,343,0,0,b,
1712,1713,o crescimento das atividades comerciais e urbanas.,343,0,0,c,
1713,1714,a migração de camponeses e artesãos,343,0,0,d,
1714,1715,a expansão dos parques industriais e fabris.,343,0,0,e,
1715,1716,"realizava uma tarefa que deveria ser exclusiva do Estado, ao pretender educar o povo por meio da cultura.",344,1,0,a,
1716,1717,"prestava um serviço importante à sociedade brasileira, ao incentivar a participação política dos mais pobres.",344,0,0,b,
1717,1718,"diminuía a força dos operários urbanos, ao substituir os sindicatos como instituição de pressão política sobre o governo.",344,0,0,c,
1718,1719,"constituía mais uma ameaça para a democracia brasileira, ao difundir a ideologia comunista.",344,0,0,d,
1719,1720,"contribuía com a valorização da genuína cultura nacional, ao encenar peças de cunho popular",344,0,0,e,
1720,1721,perda de nutrientes do solo devido à utilização constante de máquinas.,345,0,0,a,
1721,1722,eficiência e racionalidade no plantio com maior produtividade na colheita.,345,1,0,b,
1722,1723,ampliação da oferta de empregos nesse tipo de ambiente produtivo. D,345,0,0,c,
1723,1724,menor compactação do solo pelo uso de maquinário agrícola de porte.,345,0,0,d,
1724,1725,poluição do ar pelo consumo de combustíveis fósseis pelas máquinas.,345,0,0,e,
1725,1726,política e economia.,346,0,0,a,
1726,1727,astronomia e religião.,346,1,0,b,
1727,1728,fé e misticismo.,346,0,0,c,
1728,1729,ciência e arte.,346,0,0,d,
1729,1730,cultura e comércio.,346,0,0,e,
1730,1731,permissão para o funcionamento de igrejas não cristãs.,347,0,0,a,
1731,1732,relação de integração entre Estado e Igreja.,347,0,0,b,
1732,1733,influência das religiões de origem africana.,347,0,0,c,
1733,1734,incapacidade do cristianismo de incorporar aspectos de outras religiões.,347,1,0,d,
1734,1735,incorporação da ideia de liberdade religiosa na esfera pública.,347,0,0,e,
1735,1736,possibilidade de sequenciar os genomas de bactérias para serem usados como receptoras de cromossomos artificiais.,348,0,0,a,
1736,1737,"capacidade de criação, pela ciência, de novas formas de vida, utilizando substâncias como carboidratos e lipídios.",348,0,0,b,
1737,1738,possibilidade de produção em massa da bactéria Mycoplasma capricolum para sua distribuição em ambientes naturais.,348,0,0,c,
1738,1739,"possibilidade de programar geneticamente microrganismos ou seres mais complexos para produzir medicamentos, vacinas e combustíveis.",348,1,0,d,
1739,1740,capacidade da bactéria Mycoplasma capricolum de expressar suas proteínas na bactéria sintética e estas serem usadas na indústria.,348,0,0,e,
1740,1741,a expansão da fronteira agrícola e a expulsão dos imigrantes qualificados.,349,1,0,a,
1741,1742,a fuga decorrente de conflitos políticos e o fortalecimento de políticas sociais.,349,0,0,b,
1742,1743,a busca de oportunidades de trabalho e o aumento de barreiras contra a imigração.,349,0,0,c,
1743,1744,a necessidade de qualificação profissional e a abertura das fronteiras para os imigrantes.,349,0,0,d,
1744,1745,o desenvolvimento de projetos de pesquisa e o acautelamento dos bens dos imigrantes.,349,0,0,e,
1745,1746,a influência das grandes potências econômicas.,350,0,0,a,
1746,1747,a dissolução de blocos políticos regionais.,350,0,0,b,
1747,1748,o alargamento da força econômica dos países islâmicos.,350,1,0,c,
1748,1749,a estagnação dos Estados com forte identidade cultural.,350,0,0,d,
1749,1750,o alcance da racionalidade anticapitalista.,350,0,0,e,
1750,1751,"120 kg de carne, 7 copos americanos e meio de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 15 de cerveja e 10 de espumante.",351,0,0,a,
1751,1752,"120 kg de carne, 7 copos americanos e meio de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 30 de cerveja e 10 de espumante.",351,0,0,b,
1752,1753,"75 kg de carne, 7 copos americanos e meio de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 15 de cerveja e 10 de espumante.",351,0,0,c,
1753,1754,"7,5 kg de carne, 7 copos americanos de arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 30 de cerveja e 10 de espumante.",351,0,0,d,
1754,1755,"7,5 kg de carne, 7 copos americanos e meio de arroz arroz, 120 colheres de sopa de farofa, 5 garrafas de vinho, 15 de cerveja e 10 de espumante.",351,1,0,e,
1755,1756,"o planejamento do governo republicano na área de saúde, que abrangia a população em geral.",352,1,0,a,
1756,1757,o apoio ao governo republicano pela atitude de vacinar toda a população em vez de privilegiar a elite.,352,0,0,b,
1757,1758,a insatisfação da população com os benefícios de uma modernização urbana autoritária.,352,0,0,c,
1758,1759,a consciência da população pobre sobre a necessidade de vacinação para a erradicação das epidemias.,352,0,0,d,
1759,1760,"a garantia do processo democrático instaurado com a República, através da defesa da liberdade de expressão da população.",352,0,0,e,
1760,1761,,353,0,1,a,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2011/151-images/alt_img_2.png
1761,1762,,353,0,1,b,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2011/151-images/alt_img_3.png
1762,1763,,353,0,1,c,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2011/151-images/alt_img_4.png
1763,1764,,353,0,1,d,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2011/151-images/alt_img_0.png
1764,1765,,353,1,1,e,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2011/151-images/alt_img_1.png
1765,1766,introdução de um parasita no ambiente da espécie que se deseja combater.,354,1,0,a,
1766,1767,"introdução de um gene letal nas borboletas, a fim de diminuir o número de indivíduos.",354,0,0,b,
1767,1768,competição entre a borboleta e a microvespa para a obtenção de recursos.,354,0,0,c,
1768,1769,modificação do ambiente para selecionar indivíduos melhor adaptados.,354,0,0,d,
1769,1770,aplicação de inseticidas a fim de diminuir o número de indivíduos que se deseja combater.,354,0,0,e,
1770,1771,"construção de biodigestores, para a produção de gás combustível a partir de resíduos orgânicos da região.",355,0,0,a,
1771,1772,"coleta de carvão de regiões mais distantes, onde existe menor intensidade de fiscalização do Ibama.",355,0,0,b,
1772,1773,"construção, nas pequenas propriedades, de grandes fornos elétricos para torrar a mandioca.",355,0,0,c,
1773,1774,"plantação, em suas propriedades, de árvores para serem utilizadas na produção de lenha.",355,1,0,d,
1774,1775,"permissão, por parte do Ibama, da exploração da Mata Atlântica apenas pelos pequenos produtores.",355,0,0,e,
1775,1776,aumento na produção de hemácias após a infecção por vírus HPV.,356,0,0,a,
1776,1777,rapidez na produção de altas concentrações de linfócitos matadores.,356,0,0,b,
1777,1778,presença de células de memória que atuam na resposta secundária.,356,0,0,c,
1778,1779,alta concentração de macrófagos.,356,0,0,d,
1779,1780,elevada taxa de anticorpos específicos anti-HPV circulantes.,356,1,0,e,
1780,1781,febre alta e constante.,357,0,0,a,
1781,1782,redução de imunidade.,357,0,0,b,
1782,1783,aumento da pressão arterial.,357,0,0,c,
1783,1784,quadro de leucemia profunda.,357,0,0,d,
1784,1785,problemas no transporte de oxigênio.,357,1,0,e,
1785,1786,induz correntes elétricas na bobina mais intensas que a capacidade do captador.,358,0,0,a,
1786,1787,oscila com uma frequência menor do que a que pode ser percebida pelo captador.,358,0,0,b,
1787,1788,isola a passagem de corrente elétrica da bobina para o alto-falante.,358,1,0,c,
1788,1789,varia seu comprimento mais intensamente do que ocorre com o aço.,358,0,0,d,
1789,1790,apresenta uma magnetização desprezível sob a ação do ímã permanente.,358,0,0,e,
