,text,question_id,is_correct,has_image_alt,alternative,answer_image
12347,"Dado o caráter transitório de nossas lembranças, a passagem do tempo está entre os fatores elementares, afetando negativamente a qualidade de uma recordação, ao promover o esquecimento e ao facilitar a ocorrência de distorções da memória.",2470,0,0,c,
12348,"Em razão do caráter transitório de nossas lembranças, a passagem do tempo, uma vez que promove o esquecimento e facilita a ocorrência de distorções da memória, está entre os principais fatores que afetam negativamente a qualidade de uma recordação.",2470,1,0,d,
12349,"A passagem do tempo, devido o caráter transitório de nossas lembranças, está entre os principais fatores afetando negativamente a qualidade de uma recordação, porque promove o esquecimento e facilita a ocorrência de distorções da memória.",2470,0,0,e,
12350,"Para acordar cedo, o narrador tomava café e mergulhava os pés na água fria.",2471,0,0,a,
12351,"À medida que envelheceu, o narrador deixou de acordar cedo para estudar.",2471,0,0,b,
12352,"O narrador afirma que desobedecia às ordens de seu pai, permanecendo acordado para estudar.",2471,1,0,c,
12353,"Conforme o narrador, uma de suas loucuras consiste em ser um “madrugador impenitente” (l.34) .",2471,0,0,d,
12354,Todos os sucessos do narrador foram obtidos por meio do hábito de acordar de madrugada.,2471,0,0,e,
12355,"estruturado sob ponto de vista marcadamente individualista, o que se comprova pelo emprego reiterado da primeira pessoa do discurso.",2472,0,0,a,
12356,"predominantemente descritivo, visto que se resume na descrição de conceitos sociológicos, tais como o de hibridismo.",2472,0,0,b,
12357,"predominantemente narrativo, dada a forma como se organizam os fatos constituidores da sociedade brasileira.",2472,0,0,c,
12358,"expositivo-argumentativo, o que se evidencia pela exposição de ideias e argumentação sob um viés teórico-crítico.",2472,1,0,d,
12359,construído com base em princípios moralizantes e dogmáticos sem a apresentação de argumentos que possam ser comprovados empiricamente.,2472,0,0,e,
12360,“que permite a doação“ (l.5)  ⁄ cuja permite a doação,2473,0,0,a,
12361,“O argumento“ (l.7)  ⁄ Aquele argumento,2473,0,0,b,
12362,“de influir no processo político“ (l.9)  de influenciar com ao processo político,2473,0,0,c,
12363,“acabar com o inaceitável“ (l.1)  ⁄ extinguir o intolerável,2473,1,0,d,
12364,“entrou no Supremo Tribunal Federal“ (l.3-4)  ⁄ apresentou ao Supremo Tribunal Federal,2473,0,0,e,
12365,"A descrença na política pode ter o viés positivo de aumentar à massa crítica da população, de levar à indignação para as ruas e de criar uma cultura de acompanhamento e controle da representação.",2474,0,0,a,
12366,"Em vez de revolta contra o voto obrigatório, é melhor transformá-lo em voto meritório, de forma que contemple candidatos sobre os quais não paire dúvida em relação à honestidade e à vontade de efetivamente trabalhar pelo país.",2474,1,0,b,
12367,"Quanto antes esta seleção começar, mais acertos teremos. Evidentemente, sempre haverá enganos e traições, mas à mesma democracia que possibilita tais desvios oferece igualmente remédios para corrigi-los.",2474,0,0,c,
12368,"Já não se pode mais contar nos dedos de uma mão os políticos que perderam mandatos, cargos e até à liberdade por terem traído a confiança da população.",2474,0,0,d,
12369,"Cidadãos bem informados e partícipes têm poder para fiscalizar e depurar à política, colocando nos postos de comando da administração pessoas íntegras e comprometidas com o país.",2474,0,0,e,
12370,“ poderes políticos“ (l.3) .,2475,0,0,a,
12371,“ os pobres“ (l.4) .,2475,1,0,b,
12372,“ seus ganhos“ (l.6) .,2475,0,0,c,
12373,"“ o ar, a água, as praças e a ordem democrática“ (l.1) .",2475,0,0,d,
12374,“ bens públicos“ (l.2) .,2475,0,0,e,
12375,"Seriam mantidos o sentido original do texto e sua correção gramatical caso o pronome “o”, em “e daí avante o observei, sem cessar” (l.17 e 18) , fosse substituído por lhe.",2476,0,0,a,
12376,"A forma verbal “Sucedia” (l.20)  está empregada, no texto, no sentido de Seguir-se.",2476,0,0,b,
12377,"Nas linhas 2 e 3, as orações “estudar”, “como se estuda” e “que tenho estudado” não possuem o mesmo sujeito.",2476,1,0,c,
12378,O pronome “nele” em “Eduquei nele o meu cérebro” (l. 18)  faz referência ao termo “trabalho” (l.13) .,2476,0,0,d,
12379,"No trecho “Muitas vezes me mandava meu pai volver ao leito” (l.21 e 22) , a expressão “meu pai”, que exerce a função de complemento da forma verbal “mandava”, é o agente da forma verbal “volver”.",2476,0,0,e,
12380,"As canções que estavam todas no ar, trazidas pelo vento diretamente para minha memória musical, me salvaram de ficar fora do mundo.",2477,0,0,a,
12381,"As canções, que estavam todas no ar, trazidas pelo vento diretamente para minha memória musical, salvaram-me de ficar fora do mundo.",2477,1,0,b,
12382,"Trazidas pelo vento diretamente para minha memória musical, todas as canções, que estavam no ar, me salvaram de ficar fora do mundo.",2477,0,0,c,
12383,"As canções me salvaram de ficar fora do mundo, que estavam todas no ar, trazidas pelo vento diretamente para minha memória musical.",2477,0,0,d,
12384,"As canções, trazidas pelo vento diretamente para minha memória musical, me salvaram de ficar fora do mundo quando estavam todas no ar.",2477,0,0,e,
12385,"O uso dos dados estatísticos é decisivo para a argumentação do autor e, também, para interpretação do título do texto, A biblioteca roubada.",2478,1,0,a,
12386,"A descrição desempenha papel determinante na exposição das ideias do autor, haja vista a natureza figurativa do texto.",2478,0,0,b,
12387,"O emprego da primeira pessoa do plural, em algumas partes do texto, evidencia que o autor possui influência nas instâncias gestoras que decidem sobre a educação no Brasil.",2478,0,0,c,
12388,"Predomina no texto a estrutura narrativa, o que se evidencia na referência ao conto de Edgar Allan Poe.",2478,0,0,d,
12389,Não é possível discernir claramente o posicionamento do autor acerca da realidade da educação brasileira das opiniões veiculadas pelos programas governamentais ligados ao ensino brasileiro.,2478,0,0,e,
12390,"Em “Uma astuta análise, com os mais modernos métodos, é feita sem sucesso"" (L7-8) , verifica-se o emprego da voz ativa.",2479,0,0,a,
12391,"No trecho “Muitas vezes, eles parecem se deleitar em procurar as mais finas explicações"" (L13-15) , o pronome “eles"" retoma, por coesão, “Edgar Allan Poe"" (L12)  e “responsáveis pela educação"" (L13) .",2479,0,0,b,
12392,"O termo “descaso"" (L22)  retoma, no texto, as informações prestadas sobre o conto de Edgar Allan Poe.",2479,0,0,c,
12393,"No último parágrafo do texto, o emprego das aspas evidencia ironia em apenas uma das expressões destacadas.",2479,1,0,d,
12394,"No trecho “o escritor norte-americano conta a história de um ministro que resolve chantagear a rainha roubando a carta que lhe fora endereçada por um amante"" (L2-4) , o vocábulo “que"" exerce, em cada ocorrência, função sintática distinta.",2479,0,0,e,
12395,“brotaram “ (l.9) .,2480,0,0,a,
12396,“indústria “ (l.10) .,2480,0,0,b,
12397,“ventos “ (l.3) .,2480,0,0,c,
12398,“miraculoso “ (l.6) .,2480,0,0,d,
12399,“regionais “ (l.7),2480,1,0,e,
12400,"Portanto, eles não vêm de outro planeta. Saem dos setores organizados da sociedade, chegam ao poder pela autorização explícita de contingentes de eleitores numerosos o suficiente para diferenciá-los dos demais postulantes de mandatos.",2481,0,0,a,
12401,"Essa indignação é legítima e acentua-se sempre que explode um escândalo político ou que um julgamento do Supremo Tribunal Federal, como a recente apreciação de recursos, não corresponde à expectativa da nação.",2481,1,0,b,
12402,"Um tal grau responsabilidade não pode ser atribuído apenas aos políticos. A pergunta que se impõe é: o que os cidadãos podem fazer para impedir a deformação da política? Numa democracia, podem muito.",2481,0,0,c,
12403,"Ao contrário, é humano e compreensível que pessoas revoltadas com o comportamento de seus representantes no poder resvalem para a generalização, afirmando que todos os políticos são inconfiáveis.",2481,0,0,d,
12404,"Esta iniciativa legisladora, porém, carrega no seu bojo uma contradição: os políticos, queiramos ou não, somos nós, os cidadãos que votamos e elegemos nossos representantes.",2481,0,0,e,
12405,O pronome “que” exerce a função de complemento da forma verbal “queria”.,2482,0,0,a,
12406,"Sem prejuízo de seu sentido original, o período poderia ser corretamente reescrito da seguinte forma: As saudades do que eu queria ter feito, mas não fiz, são construídas de trás pra frente.",2482,0,0,b,
12407,O referido período poderia ser corretamente reescrito da seguinte forma: Se constrói as saudades do que eu queria ter feito e não fiz de trás pra frente.,2482,0,0,c,
12408,A forma verbal “constroem” está flexionada no plural para concordar com “saudades”.,2482,1,0,d,
12409,A partícula “se” classifica-se como índice de indeterminação do sujeito.,2482,0,0,e,
12410,"Depreende-se das ideias do texto que algumas condições de trabalho nas capitais são desfavoráveis, principalmente por causa da necessidade de grandes deslocamentos entre a casa e o local de trabalho.",2483,1,0,a,
12411,A atração das pequenas cidades para a instalação de fábricas é um fenômeno episódico e que representa uma fase passageira do desenvolvimento econômico brasileiro.,2483,0,0,b,
12412,O peso da contratação de mão de obra nas grandes capitais continua crescendo de forma acelerada com o desenvolvimento da economia e da produção de manufaturados.,2483,0,0,c,
12413,A instalação de novas fábricas no interior dos estados tem sido muito prejudicada porque as condições de disponibilidade de matéria prima na capital são muito melhores.,2483,0,0,d,
12414,"Em todos os estados brasileiros a oferta de empregos é maior em cidades menores, do interior, que estão distantes das áreas metropolitanas das capitais.",2483,0,0,e,
12415,“significa“ (l.5)  por significam.,2484,0,0,a,
12416,“consegue“ (l.8)  por conseguem.,2484,1,0,b,
12417,“à mudança“ (l.10)  por as mudanças.,2484,0,0,c,
12418,“vetar“ (l.1)  por vetarem.,2484,0,0,d,
12419,“causará“ (l.4)  por causarão.,2484,0,0,e,
12420,"Seriam preservados o sentido original do texto e sua correção gramatical caso o trecho “Penso que existe (...)  da literatura e da imaginação” (l.4 a 6)  fosse reescrito da seguinte forma: Só através de relatos de outros, da literatura e da imaginação, penso haver uma coleção de saudades lotada de imagens do que foi vivido.",2485,0,0,a,
12421,"A correção gramatical e o sentido do texto seriam mantidos caso fosse empregado sinal indicativo de crase no “a” que introduz o vocábulo “condição”, na linha 30.",2485,0,0,b,
12422,A oração “já que não virei cantora” (l.36)  expressa uma condição relativa à ideia expressa pela oração “espero um dia escrever alguma coisa à altura delas” (l.37 e 38) .,2485,0,0,c,
12423,"Seria mantida a correção gramatical do texto caso o trecho “As canções (...)  nascer” (l.32 a 35)  fosse reescrito da seguinte forma: Numa gambiarra genial, as canções juntaram um monte de pontas soltas desde antes de eu nascer, além de terem ampliado o meu tempo e de terem transcendido o presente.",2485,1,0,d,
12424,"Dado seu caráter adverbial, na linha 2, o vocábulo “mesmo” poderia ser deslocado para imediatamente após a forma verbal “ser”, sem prejuízo do sentido e da correção gramatical do texto.",2485,0,0,e,
12425,"Segundo o autor, é preciso apostar em uma disposição revolucionária dos administradores das escolas brasileiras, que seja capaz de estabelecer uma sintonia entre a educação no Brasil e inovações educacionais internacionais.",2486,0,0,a,
12426,"O autor considera a valorização dos professores e a implantação de bibliotecas em escolas públicas elementos menores e, portanto, desnecessários ao avanço da educação brasileira.",2486,0,0,b,
12427,Os dados presentes no texto comprovam a eficácia do investimento em novas tecnologias por parte dos gestores da educação brasileira.,2486,0,0,c,
12428,"O conto de Edgar Allan Poe é utilizado como argumento para a defesa da seguinte ideia: para a melhoria da educação no Brasil, é necessário considerar a realização do que parece mais óbvio.",2486,1,0,d,
12429,"O fracasso educacional brasileiro, segundo o autor, tem raízes históricas, claramente associadas à formação de professores.",2486,0,0,e,
12430,ele foi (...)  jurídico. (l.29-31) : ele foi feito para possibilitar que sempre hajam teses necessariamente opostas em um mesmo dispositivo jurídico.,2487,0,0,a,
12431,"A jurisdição (...)  jurídicos (l.8-9) : A jurisdição, que passou a ser uma atividade meramente substitutiva, dirime o âmbito judicial do litígio.",2487,0,0,b,
12432,A parte vencida (...)  outra (l.13-15) : A parte vencida não reconhece à parte vencedora o direito que a compete.,2487,0,0,c,
12433,"O discurso (...)  país. (l.20-24) : O discurso institucional relativo a necessidade de implemento de políticas alternativas nos tribunais costuma justificar que tais políticas são fundamentais para acabar com a cultura da litigiosidade, a qual vige em nosso país.",2487,0,0,d,
12434,"Verifica-se, (...)  tribunais. (l.24-26) : Verifica-se, pois, a existência de uma crença de que as pessoas são muito inclinadas à contestação judicial e atribui-se a esse comportamento de impugnação o esgotamento dos tribunais.",2487,1,0,e,
12435,"Os custos da pena capital são elevados em virtude dos gastos com a investigação do crime, que deve ser criteriosa, e com a contratação de advogados experientes.",2488,0,0,a,
12436,"Caso a pena de morte reduzisse o índice de criminalidade, as despesas do governo com esse tipo de sentença seriam vantajosas.",2488,0,0,b,
12437,"A pena de morte é duramente criticada por religiosos, já que a questão envolve a decisão humana em relação à vida e à morte.",2488,0,0,c,
12438,Os erros judiciais ou investigativos são mais frequentes na análise de crimes que poderiam levar à execução dos acusados.,2488,0,0,d,
12439,"A possibilidade de erros judiciais ou investigativos, a indicação de não redução nas taxas de criminalidade e o alto custo da pena de morte depõem contra a adoção desse tipo de sanção",2488,1,0,e,
12440,"Estaria mantida a correção gramatical do texto caso a forma infinitiva “garantir"" (L2)  estivesse flexionada no plural, para concordar com a expressão “a efetivação da igualdade de oportunidades, (...)  e às demais formas de intolerância étnica"" (L2-5) .",2489,0,0,a,
12441,"Na linha 3, a supressão do artigo “a"" empregado antes de “defesa"" e, na linha 3, a do artigo “o"" empregado antes de “combate"" manteriam a correção gramatical do texto e tornariam mais claras as relações entre os termos da oração.",2489,0,0,b,
12442,"A expressão “às demais"" (L5)  poderia ser correta e coerentemente substituída por demais.",2489,0,0,c,
12443,"A oração “que tenha por objeto"" (L10-11)  poderia ser substituída, sem prejuízo da correção gramatical do texto, por cujo objetivo seja.",2489,1,0,d,
12444,"Haveria prejuízo para a correção gramatical do texto caso a expressão “nos campos político, econômico, social, cultural” (L13-14)  fosse substituída por no campo político, no econômico, no social, no cultural.",2489,0,0,e,
12445,"Para atingir os objetivos previstos em lei, o professor de química deve restringir a ele mesmo o poder de publicar atividades e comentários.",2490,0,0,a,
12446,"O uso de edublogs no ensino de química foi generalizado, graças ao advento das tecnologias de informação e comunicação nas escolas do ensino fundamental e do ensino médio das redes públicas do país.",2490,0,0,b,
12447,"Os blogs são ferramentas flexíveis que não apresentam limites de utilização, o que possibilita seu uso com diversos objetivos educacionais, em diversas disciplinas e em diferentes níveis de escolaridade.",2490,1,0,c,
12448,O uso de blogs é restrito a cursos e disciplinas oferecidos pela Internet na modalidade de educação a distância.,2490,0,0,d,
12449,Um obstáculo à utilização de blogs no ensino de química é o alto custo associado a essa ferramenta.,2490,0,0,e,
12450,"A antítese entre feminino e masculino confere ao poema uma atmosfera densa e contraditória, típica do movimento Barroco no Brasil, e o desvincula de uma tendência à crítica social.",2491,0,0,a,
12451,"No poema, a predominância da alegoria barroca anula o significado real, denotativo, de termos como “cobépá” (v.4) ; “petitinga” (v.6) ; “cobé” (v.10)  e “marau” (v.12) .",2491,0,0,b,
12452,"No último verso, o poeta abandona o caráter satírico e proclama a superioridade da língua indígena frente à língua do colonizador.",2491,0,0,c,
12453,"O poema privilegia a sátira, temática que se impôs como símbolo da poesia de Gregório de Matos, dada a ausência das demais expressões poéticas, como a do lirismo amoroso, no conjunto da obra do poeta.",2491,0,0,d,
12454,"É perceptível no poema a tensão social entre periferia e centro, entre ser mestiço e querer parecer fidalgo europeu.",2491,1,0,e,
12455,"No poema, o vaso chinês é descrito de forma objetiva, distante e fria, desprezando-se o detalhe em favor da produção da cena estática.",2492,0,0,a,
12456,A estética da arte pela arte adotada por Alberto de Oliveira no poema valoriza a plasticidade da forma literária.,2492,1,0,b,
12457,A predileção pelo soneto e pelos ritmos medievais vincula esse poema à tradição lírica romântica.,2492,0,0,c,
12458,"No poema, é rejeitada qualquer temática do cotidiano, evidenciando-se tratamento estético grandioso.",2492,0,0,d,
12459,O poema caracteriza-se pela ausência absoluta do eu lírico e de qualquer referência ao sentimento amoroso.,2492,0,0,e,
12460,"Ao afirmar “Hoje sou funcionário público” (v.17) , o autor revela sua preferência pela segurança da vida burocrática em detrimento de sua carreira de poeta.",2493,0,0,a,
12461,"No poema, o humor modernista impede que o lirismo apresente elementos românticos de melancolia e tristeza.",2493,0,0,b,
12462,"Em “Noventa por cento de ferro nas calçadas” (v.4) , evidenciase o caráter didático e informativo da poesia modernista.",2493,0,0,c,
12463,"O verso “esta pedra de ferro, futuro aço do Brasil” sintetiza a articulação conflituosa que permeia todo o poema — passado e futuro, o eu e o mundo, Itabira e o Brasil.",2493,1,0,d,
12464,"No poema, fica clara a tendência da poesia desse período para o subjetivismo extremado, do qual se vale o poeta para alienar-se do mundo exterior.",2493,0,0,e,
12465,informa ao leitor que o futebol é diferente dos demais esportes.,2494,0,0,a,
12466,evidencia o fato de que o futebol é o único meio de ascensão social das camadas mais pobres da população brasileira.,2494,0,0,b,
12467,apresenta fatos relacionados ao envolvimento da população de baixa renda com o esporte.,2494,0,0,c,
12468,"reproduz opinião típica do senso comum, segundo a qual o esporte é uma espécie de sublimação da guerra.",2494,0,0,d,
12469,expõe a opinião do autor acerca do futebol.,2494,1,0,e,
12470,ao sentimento de amor pela educação.,2495,0,0,a,
12471,ao respeito do educando pelo discurso do professor em sala de aula.,2495,0,0,b,
12472,à aquisição de fórmulas pragmáticas de agir no mundo.,2495,0,0,c,
12473,"à adoção de uma posição humanista, em detrimento do conhecimento técnico.",2495,0,0,d,
12474,"à autonomia do educando, conquistada com seu próprio esforço.",2495,1,0,e,
12475,Mantêm–se a informação original do período e sua correção gramatical ao se eliminar o artigo definido em“todo o País” (l 4) .,2496,0,0,a,
12476,"Haveria prejuízo da correção gramatical do texto caso o termo“aquele”, em “entre aquele aluno que ainda está aprendendo a ler e a escrever e aquele que já lê e escreve” (l..14–15) , fosse substituído, nas duas ocorrências, por o.",2496,0,0,b,
12477,"Mantêm–se a coerência das ideias e a correção gramatical do texto ao se substituir “portanto” (l..13)  por qualquer um dos seguintes termos: por conseguinte, pois, porquanto, conquanto.",2496,0,0,c,
12478,"A palavra “corriqueiras” (l..23)  equivale, no texto, a comuns, triviais e sua substituição por qualquer um desses vocábulos manteria a informação original do período.",2496,1,0,d,
12479,Prejudica–se a informação original do texto ao se reescrever o trecho que inicia o primeiro parágrafo da seguinte forma: Aplicou–se a Prova ABC em 2012.,2496,0,0,e,
12480,O autor do texto se coloca explicitamente como detentor das opiniões emitidas.,2497,0,0,a,
12481,"Os fatos da vida são apresentados de forma desordenada, ignorando–se a sequência cronológica dos acontecimentos.",2497,0,0,b,
12482,"No texto, autobiográfico, o próprio autor se apresenta ao público leitor.",2497,0,0,c,
12483,"A informação é transmitida sob forma narrativa, com predomínio de verbos no pretérito.",2497,1,0,d,
12484,A predominante subjetividade do texto transparece pelo emprego de pronomes pessoais de primeira pessoa.,2497,0,0,e,
12485,"fazer articulação (link) , dentro de um documento em hipertexto, com outras partes desse documento ou com outro sítio.",2498,1,0,a,
12486,sinalizar a ideia central de um parágrafo em um texto didático de modo a facilitar sua apreensão pelo leitor.,2498,0,0,b,
12487,facilitar o resumo do texto para leitores iniciantes e com dificuldade de síntese.,2498,0,0,c,
12488,chamar a atenção para a necessidade de se consultar uma enciclopédia sobre o tema assinalado.,2498,0,0,d,
12489,sugerir que o leitor leia as obras do autor destacado.,2498,0,0,e,
12490,"A disponibilidade, na Internet, de dicionários e do Vocabulário Ortográfico da Língua Portuguesa, da Academia Brasileira de Letras, dificulta o ensino de língua portuguesa, já que os alunos podem acessá–los sem limites.",2499,0,0,a,
12491,"A Internet promove a passividade do usuário, por isso o seu uso é desaconselhado como meio de aprendizagem.",2499,0,0,b,
12492,"Dada a multiplicidade de códigos de escrita existentes na Internet, mais sintéticos e abreviados que a linguagem escrita tradicional, o meio eletrônico de pesquisa prejudica o aprendizado da modalidade escrita formal da língua.",2499,0,0,c,
12493,"A Internet explora os mesmos recursos de leitura disponíveis nos livros tradicionais, por isso não modifica a forma de apreensão do conhecimento. e) A atividade de conhecer a língua portuguesa é influenciada e transformada pelas infinitas possibilidades de pesquisa e navegação voluntária que a Internet proporciona.",2499,0,0,d,
12494,A atividade de conhecer a língua portuguesa é influenciada e transformada pelas infinitas possibilidades de pesquisa e navegação voluntária que a Internet proporciona.,2499,1,0,e,
12495,"Em direitos individuais do candidato versus o direito coletivo (L.17) , o emprego de itálico em versus justifica-se pelo tom irônico do texto.",2500,0,0,a,
12496,"Nas linhas 11 e 12, os verbos retroagir, prejudicar e ferir estão coordenados entre si e subordinados à forma auxiliar pode.",2500,0,0,b,
12497,"No texto, a expressão ainda que (L.4)  tem sentido equivalente ao da expressão desde que.",2500,0,0,c,
12498,"No trecho o de que não se trata de norma penal (L.13-14) , o emprego da forma plural em normas penais implicaria a flexão da forma verbal: o de que não se tratam de normas penais.",2500,0,0,d,
12499,"No trecho o de que não se trata de norma penal (l.13-14) , o emprego da próclise em vez da ênclise  não trata-se  justifica-se pela presença de palavra negativa antecedendo a forma verbal.",2500,1,0,e,
12500,"Costuma-se dizer que a forma de sufrágio denuncia, em princípio, o regime político de uma sociedade (L.12-13) : É costume falar de que, no princípio, o regime político de uma sociedade é difundido pela forma de sufrágio.",2501,0,0,a,
12501,"Assim, quanto mais democrática a sociedade, maior a amplitude do sufrágio (L.13-15) : Maior amplitude do sufrágio significa, então, que a sociedade seja mais democrática.",2501,0,0,b,
12502,"Um sistema eleitoral pode prever condições legítimas a serem preenchidas pelo cidadão para se tornar eleitor (L.15-17) : Em um sistema eleitoral, é possível prever que o cidadão terá condições legítimas para se tornar eleitor. d) Segundo José Afonso da Silva, considera-se, pois, universal o sufrágio quando se outorga o direito de votar a todos os nacionais de um país (L.19-21) : Portanto, de acordo com José Afonso da Silva, o sufrágio é considerado universal se o direito ao voto é outorgado a todos os nacionais de determinado país.",2501,0,0,c,
12503,"Segundo José Afonso da Silva, considera-se, pois, universal o sufrágio quando se outorga o direito de votar a todos os nacionais de um país (L.19-21) : Portanto, de acordo com José Afonso da Silva, o sufrágio é considerado universal se o direito ao voto é outorgado a todos os nacionais de determinado país.",2501,1,0,d,
12504,"no Brasil, está previsto no art. 14 da Constituição Federal de 1988, que assegura ainda o voto direto e secreto e de igual valor para todos (L.7-9) : a Constituição Federal de 1988 prevê, também no Brasil em seu art. 14, a garantia do voto direto e secreto e com valor igual para todos.",2501,0,0,e,
12505,"A correção gramatical do texto seria mantida, apesar de haver alteração de seu sentido, caso o trecho do alistamento eleitoral (L.25)  fosse substituído por para o alistamento eleitoral.",2502,1,0,a,
12506,"Sem prejuízo para a correção gramatical ou para o sentido original do texto, o trecho submeter o administrador ao controle e à aprovação do administrado (L.4-5)  poderia ser reescrito da seguinte forma: submeter ao administrador o controle e a aprovação do administrado.",2502,0,0,b,
12507,"Na linha 6, a expressão de índole exerce a função de complemento de controle e, por isso, o emprego da preposição de é exigido pela presença desse substantivo na oração.",2502,0,0,c,
12508,"Prejudicaria a correção gramatical do texto, assim como sua coerência, a substituição do trecho que garante o direito do cidadão (L.9-10)  por que garante ao cidadão o direito.",2502,0,0,d,
12509,"Na linha 21, caso o trecho todos os nacionais de um país fosse substituído por todas as pessoas de um país, a partícula a empregada imediatamente após votar (L.20)  deveria receber acento indicativo de crase.",2502,0,0,e,
12510,há (l.5)  por existe.,2503,0,0,a,
12511,muitas (l.5)  por bastante.,2503,0,0,b,
12512,conforme (l.10)  por conquanto.,2503,0,0,c,
12513,se dá (l.16)  por ocorre.,2503,1,0,d,
12514,embora (l.4)  por contudo.,2503,0,0,e,
12515,Das informações expressas no texto infere-se que pagamentos parcelados não constituem dívidas com instituição financeira.,2504,0,0,a,
12516,"Depreende-se do texto que, por meio da linguagem, expressamos não só nosso ponto de vista em relação a fatos, mas também nosso estado emocional.",2504,1,0,b,
12517,"Segundo a autora do texto, as pessoas são cautelosas apenas em situações de risco.",2504,0,0,c,
12518,"De acordo com o texto, as pessoas que vivenciam muitas situações favoráveis e seguras são menos críticas.",2504,0,0,d,
12519,"A autora do texto esclarece que, atualmente, não contrai dívidas em instituições financeiras porque, sempre que o fez, ficou emocionalmente abalada.",2504,0,0,e,
12520,"O elemento “construídas"" (L.7)  refere-se a “obras civis"" (L.1) .",2505,0,0,a,
12521,"O elemento “Suas"" (L.4)  faz referência, no texto, a “usina de Itaipu"" (L.1-2) .",2505,1,0,b,
12522,"A palavra “fornecimento"" (L.5)  poderia ser substituída por comercialização, sem se provocar erro sintático-semântico no trecho em que se insere.",2505,0,0,c,
12523,"Na linha 1, a forma “Há"" pode ser substituída tanto por A quanto por À, sem prejuízo para a correção gramatical do período.",2505,0,0,d,
12524,"O trecho “Há quarenta anos, começavam as obras civis da usina de Itaipu, a maior hidrelétrica do mundo, no rio Paraná"" (L.1-2)  poderia ser reescrito, com correção gramatical, da seguinte forma: Começavam há quarenta anos no rio Paraná, as obras civis da maior hidrelétrica do mundo, a usina de Itaipu.",2505,0,0,e,
12525,"A palavra “mas"" (L.2)  poderia ser substituída por assim, mantendo-se a correção gramatical e os sentidos do texto.",2506,0,0,a,
12526,"Nas linhas 2 e 3, a oração “que começou a ser desenhado há mais de quarenta anos"" é de natureza restritiva em relação a “modelo"".",2506,0,0,b,
12527,"A forma verbal “há"", em “há mais de quarenta anos"" (L.3) , poderia ser substituída tanto por houve quanto por existiu, sem que houvesse prejuízo gramatical para o texto.",2506,0,0,c,
12528,"A palavra “termelétricas"" (L.7)  também poderia ser grafada corretamente da seguinte forma: termoelétricas.",2506,1,0,d,
12529,"O deslocamento do trecho “ao Brasil"" (L.1)  para logo depois de “mundo"" (L.2)  provocaria erro gramatical.",2506,0,0,e,
12530,"Com o compromisso de diversificar a matriz energética brasileira, o governo estabeleceu sua organização em leilões para contratar energia pelo menor preço que garantam a sustentabilidade ambiental.",2507,0,0,a,
12531,O estabelecimento pelo governo do compromisso de diversificar a matriz energética brasileira fez com que fosse organizado leilões para contratarem energia pelo menor preçocom vistas à garantia da sustentabilidade ambiental.,2507,0,0,b,
12532,"O governo se compromete à promover a diversificação da atriz energética do Brasil, mediante a organização de leilõesque contrataram energia barata para garantir a sustentabilidade ambiental.",2507,0,0,c,
12533,"O governo brasileiro comprometeu-se a diversificar a matriz energética do país e, para isso, tem organizado leilões que proporcionem a contratação de energia pelo menor preço e garantam a sustentabilidade ambiental.",2507,1,0,d,
12534,"O governo estabeleceu como compromisso de diversificação da matriz energética brasileira, organizando leilões, que contratam energia a menor preço e que garantam asustentabilidade ambiental.",2507,0,0,e,
12535,"No Naturalismo, o escritor evidencia a subjetividade de personagens objetivamente degradados.",2508,0,0,a,
12536,"Em O Cortiço, o determinismo impede que os personagens alcancem um destino social e econômico diferente daquele determinado pelo meio em que vivem.",2508,1,0,b,
12537,"Aluísio Azevedo procura aproximar sua arte das ciências naturais e sociais, o que o impede de produzir uma representação social marcada pelo preconceito de classe e pelo racismo.",2508,0,0,c,
12538,"Em Memórias Póstumas de Brás Cubas, de Machado de Assis, predomina a descrição dos ambientes sobre a ação dos personagens.",2508,0,0,d,
12539,"Na obra realista, o foco na perspectiva psicológica dos personagens impede a representação profunda e crítica da vida social",2508,0,0,e,
12540,"Os Sertões extrapolam o caráter documentário, pois o seu autor relata os fatos históricos sem perder a força contraditória do momento vivido nem o distanciamento necessário à reflexão sobre ele.",2509,1,0,a,
12541,"Em Os Sertões, o narrador se revela identificado ao protagonista da cena narrada, o que demonstra o quanto Euclides da Cunha apoiava a rebelião liderada por Antônio Conselheiro.",2509,0,0,b,
12542,"No Pré-modernismo, os escritores estavam distantes das influências de escolas anteriores, como o Naturalismo e ainda não haviam incorporado as inovações trazidas pelas vanguardas europeias.",2509,0,0,c,
12543,"Em Os Sertões, os elementos históricos são recriados pelo autor como revelação de um mundo, muitas vezes, mais assombroso e cruel que a vida real.",2509,0,0,d,
12544,"Como literatura de testemunho, em Os Sertões, o intelectual Euclides da Cunha deixou o trabalho com a linguagem em segundo plano, em favor do relato marcado pela força da oralidade.",2509,0,0,e,
12545,A pequena história narrada no poema relata um fato corriqueiro não sendo possível extrair dela elementos significativos de crítica social.,2510,0,0,a,
12546,"A presença de elementos prosaicos no texto ratifica a intenção dos modernistas da primeira geração de dessacralizarem a poesia, aproximando-a do cotidiano popular.",2510,1,0,b,
