,question_cod,question,all_alternatives,correct_alt,year,context,wrong_correct,correct_alternative,wrong_alternative
2893,Q302331,"Com relação às ideias e estruturas linguísticas do texto, julgue os itens a seguir.Infere-se do texto que a descoberta arqueológica da tumba de Ramsés precede as investigações de arqueólogos acerca da biblioteca de Alexandria.",Certo | Errado,e,2012,,2,Certo,Errado
2894,Q302428,"Com referência ao texto acima, julgue os próximos itens.A flexão de singular na forma verbal importava (L.26) justifica-se por ser o sujeito da oração indeterminado, de interpretação genérica.",Certo | Errado,e,2012,,2,Certo,Errado
2895,Q302429,"Dadas as relações semânticas presentes no texto, subentende-se, após todos (L.20), a expressão os historiadores.",Certo | Errado,e,2012,,2,Certo,Errado
2896,Q302430,"Do segundo parágrafo do texto conclui-se que a atual interpretação da ciência e de sua história não abrange os fatos ocorridos antes do século XIX, quando não havia tanto intercâmbio científico entre as nações.",Certo | Errado,e,2012,,2,Certo,Errado
2897,Q302497,"Com relação às ideias do texto, julgue os itens de 1 a 4.O debate de diferentes aspectos pertinentes a determinados fatos regulados pela lei promovido pelos agentes que detêm as ferramentas operacionais de geração do direito é importante para que o texto literário possa levar o leitor a questionar seu modo de pensar e até a mudar seu ponto de vista a respeito dos assuntos nele abordados.",Certo | Errado,c,2012,,2,Certo,Errado
2898,Q302498,"Com relação às ideias do texto, julgue os itens de 1 a 4.Depreende-se da leitura do texto que, de modo geral, os inconformados com o sistema judicial utilizam os escritos literários como meio de expressão.",Certo | Errado,e,2012,,2,Certo,Errado
2899,Q302734,"Com base no texto acima, julgue os próximos itens.A omissão da vírgula empregada logo após bancário (L.15) manteria a correção gramatical e o sentido original do texto.",Certo | Errado,e,2012,,2,Certo,Errado
2900,Q302735,"Em relação às ideias e às estruturas linguísticas do texto acima, julgue os itens a seguir.Na linha 8, o emprego da preposição em do qual é exigido pela presença da palavra sistema.",Certo | Errado,e,2012,,2,Certo,Errado
2901,Q302738,"Com base no texto acima, julgue os próximos itens.O trecho a seguir está gramaticalmente correto e poderia passar a compor o texto, sendo introduzido como seu último parágrafo: O impulso dado a cooperativas, a correspondentes bancários e a diferentes canais de atendimento fez que o número de pessoas com conta bancária aumentasse 31% nos últimos cinco anos, e hoje 121 milhões de brasileiros (84% da população adulta do país) têm acesso a algum banco.",Certo | Errado,c,2012,,2,Certo,Errado
2902,Q302739,"Em relação às ideias e às estruturas linguísticas do texto acima,julgue os itens a seguir.Prejudica-se a correção gramatical e alteram-se as informações originais do texto ao se substituir por dois-pontos o ponto imediatamente após subir (L.14) e eliminar o termo disse (L.17) e a vírgula que o antecede.",Certo | Errado,e,2012,,2,Certo,Errado
2903,Q302740,"Com base no texto acima, julgue os próximos itens.A vírgula logo após financeiros (L.6) justifica-se porque isola elementos de mesma função sintática componentes de uma enumeração de itens.",Certo | Errado,c,2012,,2,Certo,Errado
2904,Q302741,"Em relação às ideias e às estruturas linguísticas do texto acima,julgue os itens a seguir.Mantendo-se a correção gramatical do período e o seu sentido original, a forma verbal trabalhado (L.12) poderia ser substituída por trabalhar.",Certo | Errado,e,2012,,2,Certo,Errado
2905,Q302784,"Em sua argumentação, o autor do texto associa o aumento da população (L.1) ao inchaço da máquina pública (L.9); o crescimento econômico (L.1) a novas autorizações de ingresso (L.17-18) no serviço público; e a sofisticação das relações sociais (L.2) a um Estado inteligente (L.9).",Certo | Errado,e,2012,,2,Certo,Errado
2908,Q303409,"Com base no poema acima, julgue os itens subsequentes. Os trechos Por sentenças, por decretos (v.29) e Por fictícia autoridade, vãs razões, falsos motivos (v.35-36) exercem função adverbial nas orações a que pertencem e ambos denotam o meio empregado na ação representada pelo verbo a que se referem.",Certo | Errado,e,2012,,2,Certo,Errado
2909,Q303410,"Com base no poema acima, julgue os itens subsequentes. O emprego do pronome possessivo em seus rutilantes vestidos (v.12) evidencia que essa expressão corresponde à vestimenta usada por autoridades em eventos solenes.",Certo | Errado,e,2012,,2,Certo,Errado
2910,Q303411,"Com referência às ideias e aos aspectos linguísticos do texto acima, julgue os itens. O termo Essa discrição (l.18) refere-se apenas ao que está expresso na primeira oração do período que o antecede.",Certo | Errado,c,2012,,2,Certo,Errado
2911,Q303412,"Com relação às ideias desenvolvidas no texto acima e a seus aspectos gramaticais, julgue os itens subsequentes. A informação que inicia o texto é suficiente para se inferir que Freud conheceu a obra de Marx, mas o contrário não é verdadeiro, visto que esses pensadores não foram contemporâneos.",Certo | Errado,e,2012,,2,Certo,Errado
2912,Q303457,Julgue os próximos itens com base nas ideias expressas no texto.O narrador expressa surpresa com o fato de a Câmara Municipal demonstrar boa situação financeira.,Certo | Errado,c,2012,,2,Certo,Errado
2913,Q303458,"Com base nas ideias do texto, julgue os itens seguintes.Com relação a aspectos linguísticos do texto, julgue os itens que se seguem.A forma verbal representaram (L.17) está no plural para concordar com o sujeito composto da oração, cujos núcleos são fim (L.15) , século (L.15) e ressurgimento (L.16).",Certo | Errado,e,2012,,2,Certo,Errado
2914,Q303459,"Com base nas ideias do texto, julgue os itens seguintes.A Inglaterra foi o país que menos sofreu as consequências do período absolutista medieval, conforme se afirma no texto.",Certo | Errado,e,2012,,2,Certo,Errado
2915,Q303464,"Com relação às ideias do texto, julgue os itens.Deduz-se do texto que tanto as condições modernas de desenvolvimento da Europa quanto o subdesenvolvimento de alguns outros continentes são variáveis que podem afetar a soberania política absoluta de Estados nacionais.",Certo | Errado,c,2012,,2,Certo,Errado
2916,Q303465,"Com relação aos mecanismos de coesão do texto, julgue os itens subsequentes.O conector embora (L.16) introduz um conteúdo que, mesmo sendo contrário à proposição contida no trecho seu progresso para além do Estado nacional tem uma pertinência mais genérica (L.16-17), não a invalida.",Certo | Errado,c,2012,,2,Certo,Errado
2917,Q303466,"Em cada um dos itens a seguir, são apresentadas propostas de reescrita do trecho No entanto, o estudo dos impérios, antigos ou recentes, permite acessar as raízes do mundo contemporâneo e aprofundar nossa compreensão das modalidades de organização do poder político (L.10-13). Julgue-os com relação à correção gramatical.Contudo, estudar os impérios, antigos ou recentes, proporciona-nos o acesso às raízes do mundo contemporâneo e leva-nos à aprofundar a compreensão dos modos conforme aos quais organiza-se o poder político.",Certo | Errado,e,2012,,2,Certo,Errado
2918,Q303467,"Em cada um dos itens a seguir, são apresentadas propostas de reescrita do trecho No entanto, o estudo dos impérios, antigos ou recentes, permite acessar as raízes do mundo contemporâneo e aprofundar nossa compreensão das modalidades de organização do poder político (L.10-13). Julgue-os com relação à correção gramatical.Entretanto, com o estudo dos impérios de épocas antigas ou modernas , podemos adentrar as raízes do mundo contemporâneo e compreender, com profundidade, como se organiza o poder político.",Certo | Errado,c,2012,,2,Certo,Errado
2919,Q303556,"Considerando os aspectos linguísticos e a estrutura da narrativa nos fragmentos apresentados, extraídos da obra Macunaíma, o Herói Sem Nenhum Caráter, julgue (C ou E) os itens subsequentes. Em ambos os fragmentos, encontram-se traços de subjetividade: no primeiro, do narrador; no segundo, do autor da carta.",Certo | Errado,c,2012,,2,Certo,Errado
2920,Q303557,"Em relação às ideias do texto, julgue (C ou E) os itens que se seguem.Pela análise da vestimenta do cangaceiro, pretende-se demonstrar o caráter profundamente místico desse combatente dependente ao sobrenatural, que contrasta com o vaqueiro, caracterizado pelo teto limitador da funcionalidade, sem qualquer anseio místico ou submissão às crenças relacionadas ao sobrenatural.",Certo | Errado,e,2012,,2,Certo,Errado
2923,Q303596,"No que concerne a aspectos gramaticais do texto acima, julgue (C ou E) os itens a seguir.Da combinação inusitada do verbo morrer, flexionado no pretérito perfeito do indicativo, com a expressão adverbial desde pequena (L.8) infere-se uma compreensão da morte diferente da que estaria implícita caso tivesse sido empregada a locução verbal Venho morrendo.",Certo | Errado,c,2012,,2,Certo,Errado
2925,Q303599,"Considerando a coerência, a progressão temática e as marcas de referencialidade do fragmento II do texto, julgue (C ou E) os seguintes itens.O advérbio assim (L.12 e 14) reporta-se, em ambas as ocorrências no fragmento, a apelativo de Amazonas (L.11), termo que pode substituir esse advérbio nas duas linhas, sem prejuízo para as estruturas sintáticas ou os sentidos do texto.",Certo | Errado,e,2012,,2,Certo,Errado
2926,Q304706,"Em relação aos sentidos e às estruturas linguísticas do texto, julgueos itens que se seguem.A substituição de aos (L.13) por a prejudica a correção gramatical do período.",Certo | Errado,e,2012,,2,Certo,Errado
2927,Q304773,"Com relação às ideias e às estruturas linguísticas do texto, julgue ositens subsequentes.O segmento a primeira republicana (L.16) está entre vírgulas por ser um vocativo.",Certo | Errado,e,2012,,2,Certo,Errado
2928,Q304866,"Julgue os seguintes itens, a respeito das ideias e de aspectosgramaticais do texto acima.Sustentam-se, no texto, as ideias de que o Norte do país detém reserva hídrica inesgotável e de que a escassez de água é uma particularidade restrita a outras regiões.",Certo | Errado,e,2012,,2,Certo,Errado
2929,Q304867,"Com referência às ideias e a aspectos gramaticais do texto acima,julgue os itens de 1 a 10.Os elementos bem vital (L.4), líquido precioso (L.6) e recurso (L.10) referem-se a água (L.1).",Certo | Errado,c,2012,,2,Certo,Errado
2930,Q304868,"Conforme o texto, o uso indiscriminado e predatório da água pelo homem, principalmente na agricultura e na indústria, é uma das causas da poluição das fontes hídricas, uma solução possível seria a melhoria do gerenciamento dos recursos hídricos.",Certo | Errado,c,2012,,2,Certo,Errado
2931,Q305076,"Com relação às ideias e aos aspectos linguísticos do texto acima, julgueos itens seguintes.Os vocábulos drama e tragédia, na linha 11, remetem a uma ideia que se contrapõe à da leveza (L.2) pretendida pelo autor do texto. Essa contraposição configura uma antítese de pensamentos e de sentimentos em relação à vida.",Certo | Errado,c,2012,,2,Certo,Errado
2932,Q305077,"A respeito do texto acima, julgue os itens a seguir.De acordo com o texto, a intensa atividade do hipocampo relacionada à prática de exercícios específicos para o cérebro impede a morte dos neurônios.",Certo | Errado,e,2012,,2,Certo,Errado
2933,Q305095,"Em cada um dos itens seguintes são apresentados trechos adaptados dereportagens jornalísticas. Julgue-os em relação à grafia e acentuaçãográfica das palavras e a aspectos morfossintáticos e textuais, comoemprego e colocação de vocábulos, concordância e regência nominal everbal, pontuação e coerência. Um dos suspeitos de espancar um estudante do ensino médio em Brasília DF se contradisse ao prestar depoimento à polícia. O suspeito contou aos investigadores, que espancou o estudante depois de ter sido atacado com uma garrafada na cabeça, embora o exame de corpo de delito a que se submetera o suspeito não apontou a existência de qualquer tipo de trauma, nem sequer ferimentos superficiais.",Certo | Errado,e,2012,,2,Certo,Errado
2934,Q305096,"Com base no texto acima, julgue os itens a seguir.O segundo parágrafo do texto poderia ser corretamete reescrito da seguinte forma: Existe exageros na publicidade quando se menciona esse assunto, diz o coordenador do centro de inovação e criatividade da ESPM: inovação é só aquilo que elimina conforto, altera algo com que a pessoa já esteja acostumado, define ele.",Certo | Errado,e,2012,,2,Certo,Errado
2935,Q305097,"Em cada um dos itens a seguir é apresentada uma proposta de reescritura para trecho do texto indicado. Julgue-os quanto à correção gramatical e à manutenção do sentido original do texto na reescritura apresentada.A consequência... melhores, afirma a policial. (L.19-20):O resultado desse registro é auspicioso, afirma a policial.",Certo | Errado,e,2012,,2,Certo,Errado
2936,Q305098,A supressão da vírgula empregada logo após ocorrência (L.17) prejudicaria a correção gramatical do texto.,Certo | Errado,c,2012,,2,Certo,Errado
2937,Q305099,"O emprego do sinal indicativo de crase em à (L.20) é facultativo, razão por que sua retirada não acarretaria prejuízo para a correção gramatical do texto.",Certo | Errado,e,2012,,2,Certo,Errado
2938,Q305100,"A respeito dos aspectos linguísticos do texto, julgue os itens seguintes.O trecho do texto composto pelo segundo e pelo terceiro períodos do segundo parágrafo do texto poderia, sem prejuízo do seu sentido original, ser reescrito da seguinte forma: O crime organizado é altamente concentrador de renda, porquanto apresenta características empresariais ilegais: não sofre nenhum tipo de limitação das leis de mercado, de preços ajustados, de salários mínimos estipulados, de direitos trabalhistas para os seus peões.",Certo | Errado,c,2012,,2,Certo,Errado
2939,Q305101,"Julgue os itens a seguir, com base nas ideias do texto.Infere-se da leitura do texto que, se o jovem traficante não cometesse os excessos relatados, suas expectativas de mudança de vida poderiam se concretizar, e ele deixaria de ser um iludido (L.13-14).",Certo | Errado,e,2012,,2,Certo,Errado
2940,Q305396,"Em relação ao texto acima, julgue os itens subsequentes.O último período do texto, que encerra um trecho de fala informal, poderia ser reescrito de acordo com as regras da escrita formal e sem prejuízo da informação prestada, do seguinte modo: Conforme explicou um advogado trabalhista, por não ser obrigatório, o recolhimento do FGTS não é feito, na prática, por quase nenhum empregador, por isso a aprovação da PEC representará uma mudança com efeitos imediatos.",Certo | Errado,c,2012,,2,Certo,Errado
2941,Q305397,"A respeito das ideias e de aspectos linguísticos do texto acima, julgueos itens que se seguem.Depreende-se da leitura do texto que o projeto aprovado pelo Senado Federal, em 31/10/2012, não constitui a única iniciativa legislativa para o combate dos crimes eletrônicos no Brasil.",Certo | Errado,c,2012,,2,Certo,Errado
2942,Q305407,"A respeito das ideias e de aspectos linguísticos do texto acima, julgueos itens que se seguem.Mantendo-se a relação de sentido estabelecida entre os períodos, a expressão No entanto (L.20-21) poderia ser substituída, corretamente, por Com tudo.",Certo | Errado,e,2012,,2,Certo,Errado
2944,Q305467,"Em relação às ideias e estruturas linguísticas do texto, julgue ositens de 1 a 9.O termo contudo (L.32) estabelece entre as orações do período relação sintática adversativa, por isso, poderia ser corretamente substituído por qualquer um dos seguintes vocábulos: entretanto, todavia, no entanto, porém, embora, conquanto.",Certo | Errado,e,2012,,2,Certo,Errado
2945,Q305468,"Em relação às ideias e estruturas linguísticas do texto, julgue ositens de 1 a 9.Infere-se das informações apresentadas, no texto, em relação às respostas reveladas nas cartas, que, segundo a percepção do autor, a população é bem informada e domina com percuciência o conceito de política.",Certo | Errado,e,2012,,2,Certo,Errado
2946,Q305490,"Com base na leitura do texto acima, julgue os itens seguintes.Ao se substituir a expressão quem circula (L.9) por aqueles que circulam, a informação original seria alterada e a correção gramatical do período, prejudicada.",Certo | Errado,e,2012,,2,Certo,Errado
2947,Q305491,"Com base nas ideias e estruturas linguísticas do texto, julgue ospróximos itens.A forma verbal compõem (L.3) está no plural porque concorda com o sujeito da oração antecedente objetos (L.2).",Certo | Errado,e,2012,,2,Certo,Errado
2948,Q305501,"Julgue os itens seguintes acerca do fragmento de poema acima.No terceiro verso do Artigo Final, o trecho pântano enganoso das bocas é uma metáfora da maldade humana.",Certo | Errado,e,2012,,2,Certo,Errado
2949,Q305502,"Acerca das ideias e estruturas do texto acima, julgue ospróximos itens.Com o fim de tornar o texto mais acessível ao leitor moderno, a estrutura ver-se-á (L.21) poderia ser corretamente substituída por será analisado.",Certo | Errado,e,2012,,2,Certo,Errado
2950,Q305503,"Acerca das ideias e estruturas do texto acima, julgue ospróximos itens.Ao empregar pronome e formas verbais na terceira pessoa do plural em nosso propósito (L.21), não descuidamos da forma (L.22-23) e Procuramos (...) preservar (L.24) , o autor adota o chamado plural de modéstia, com o que deseja fugir à responsabilidade de ter elaborado o novo Código Civil.",Certo | Errado,e,2012,,2,Certo,Errado
2951,Q305505,"Com referência ao texto acima, julgue os seguintes itens.A construção de conceitos ligados à beleza, ao bem e à verdade está alicerçada em noções associadas a princípios racionais já existentes na Antiguidade.",Certo | Errado,c,2012,,2,Certo,Errado
2953,Q305660,"Com base nas informações e nas estruturas linguísticas do texto,julgue os próximos itens. O sentido original do período permanece inalterado se a palavra administração (L.3) for substituída pela palavra gerenciamento.",Certo | Errado,e,2012,,2,Certo,Errado
2954,Q305661,"Com base nas estruturas linguísticas do texto acima, julgue os itensa seguir.O emprego de vírgula após país (L.1) justifica-se por isolar oração temporal anteposta à principal.",Certo | Errado,e,2012,,2,Certo,Errado
2955,Q305662,"Em relação às ideias e estruturas linguísticas do texto acima, julgueos itens subsecutivos.Mantêm-se as informações originais do período ao se substituir a palavra presteza (L.12) por celeridade.",Certo | Errado,c,2012,,2,Certo,Errado
2956,Q305663,"Em relação às ideias e estruturas linguísticas do texto, julgue ositens de 1 a 7.O exemplo da França caracteriza a moderação, a sobriedade nos costumes, principalmente alimentares.",Certo | Errado,c,2012,,2,Certo,Errado
2957,Q305664,"Em relação às ideias e estruturas linguísticas do texto, julgue ositens de 1 a 7.Em pelo vezo de tudo copiarmos (L.10), a palavra vezo é empregada com o significado de desvio, erro.",Certo | Errado,e,2012,,2,Certo,Errado
2958,Q305881,"Julgue os seguintes itens, relativos ao texto acima.A correção gramatical do texto seria mantida se, no trecho posicionado a alguns metros (L.13), o termo a fosse substituído por há.",Certo | Errado,e,2012,,2,Certo,Errado
2959,Q305882,"Julgue os itens consecutivos, a respeito do texto acima.Depreende-se das informações do texto que a palavra ferramenta (l.2) se refere a um recurso virtual da informática.",Certo | Errado,c,2012,,2,Certo,Errado
2960,Q305884,"Com base no texto acima, julgue os itens a seguir.A correção gramatical do período ficaria prejudicada caso se substituísse o termo aquela (L.24) por a.",Certo | Errado,e,2012,,2,Certo,Errado
2961,Q306203,"Com relação ao sentido e aos aspectos linguísticos do texto acima, julgue os itens subsequentes.O trecho criando países fictícios (L.23) poderia, sem prejuízo do sentido original do texto, ser substituído por dando origem a países que passaram a existir por convenção.",Certo | Errado,c,2012,,2,Certo,Errado
2962,Q306204,"Com relação ao sentido e aos aspectos linguísticos do texto acima, julgue os itens subsequentes.A vírgula empregada logo depois do trecho Após a Segunda Guerra Mundial (L.18) poderia ser suprimida, sem prejuízo da correção gramatical do texto.",Certo | Errado,e,2012,,2,Certo,Errado
2963,Q306234,"Com referência ao texto antecedente, julgue os itens a seguir.A forma verbal chafurda (L.10) está empregada, no texto, em sentido denotativo.",Certo | Errado,e,2012,,2,Certo,Errado
2964,Q306235,"Com referência ao texto antecedente, julgue os itens a seguir.A preposição Para (L.6), que expressa uma ideia de finalidade, poderia ser corretamente substituída por Com o intuito de ou por A fim de.",Certo | Errado,c,2012,,2,Certo,Errado
2965,Q306236,"Cada um dos itens a seguir apresenta uma proposta de reescrita detrechos do texto, indicado entre aspas, que deve ser julgada certase estiver gramaticalmente correta e mantiver o sentido do texto,ou errada, em caso contrário.Como garantiam o domínio sobre a Índia, os ingleses não se opuseram à penetração francesa na Ásia (L.12): Porque garantiam o domínio da Índia, a Inglaterra não se posicionou contra a presença francesa na Ásia",Certo | Errado,c,2012,,2,Certo,Errado
2966,Q306415,"No que diz respeito a aspectos gramaticais e semânticos do texto acima, julgue os itens subsecutivos.. A inserção do segmento que é imediatamente antes da expressão exercida (l.3) preservaria a correção gramatical do texto.",Certo | Errado,c,2012,,2,Certo,Errado
2967,Q306416,"No que diz respeito a aspectos gramaticais e semânticos do texto acima, julgue os itens subsecutivos.. A forma verbal empreendem (l.14) poderia corretamente ser substituída por emprendem, visto que ambas as formas são abonadas na língua portuguesa como sinônimas.",Certo | Errado,e,2012,,2,Certo,Errado
2968,Q306417,"Com referência à ideias e às estruturas linguísticas do texto acima, julgue os itens. A coesão e os sentidos do texto seriam mantidos caso o trecho tenho de tomar um táxi e ir à oficina (l.30) fosse substituído por tenho de tomar um táxi e de ir à oficina ou por tenho de tomar um táxi e tenho de ir à oficina.",Certo | Errado,e,2012,,2,Certo,Errado
2969,Q306419,"Julgue os itens, relativos ao texto acima. O termo isso (l.9) retoma a expressão previsão de asfaltamento de rodovias (l.1).",Certo | Errado,e,2012,,2,Certo,Errado
2970,Q306420,"Julgue os itens, relativos ao texto acima. Trata-se de texto de divulgação científica em que se descreve um modelo de pavimentação de rodovias na região amazônica, com enfoque em seus aspectos positivos relativamente a investimentos de infraestrutura, ainda bastante indeterminados na região.",Certo | Errado,e,2012,,2,Certo,Errado
2971,Q306523,"Se o numeral ordinal “73.ª"" (R.8) fosse escrito por extenso, aforma correta seria: seteptuagésima terceira.",Errado | Certo,e,2012,,2,Certo,Errado
2972,Q306525,"Dada a relação de igualdade expressa pela forma verbal“equivalem"" (R.23), seria mantida a correção gramatical dotexto se essa forma verbal fosse empregada na terceira pessoado singular — equivale —, caso em que concordaria com“uma mescla dos processos e maneiras de decidir típicos doLegislativo e do Judiciário"" (R.23-25).",Errado | Certo,e,2012,,2,Certo,Errado
2984,Q308217,"Considerando as ideias e estruturas linguísticas do texto acima, julgue os itens a seguir.
O texto, que se caracteriza como argumentativo, é utilizado
para a defesa da necessidade de modernização da ANAC.",Errado | Certo,e,2012,,2,Certo,Errado
2985,Q308223,"Com relação às ideias e a aspectos linguísticos do texto acima, julgue os próximos itens.

O pronome “essa” (L10) está empregado em referência à
informação “queda de 2,13%” (L9).",Errado | Certo,c,2012,,2,Certo,Errado
2986,Q308243,"Com referência às ideias e às estruturas linguísticas do texto acima,

julgue os itens subsecutivos.
A autora defende a ideia de que as elites intelectuais,
na chegada da Corte ao Brasil, estavam muito insatisfeitas com
a Corte portuguesa, razão pela qual defendiam veementemente
a separação da colônia em relação à metrópole portuguesa.",Errado | Certo,e,2012,,2,Certo,Errado
2987,Q308244,"Com referência às ideias e às estruturas linguísticas do texto acima,

julgue os itens subsecutivos.
Sem que houvesse prejuízo para a correção gramatical, os dois
períodos que iniciam o segundo parágrafo poderiam ser ligados
pelo sinal de dois-pontos, da seguinte forma: (...) começaram
a mudar: a vinda da Corte (...).",Errado | Certo,c,2012,,2,Certo,Errado
2988,Q309429,"Julgue os seguintes itens, a respeito das ideias e de aspectosgramaticais do texto acima.De acordo com as ideias do texto, subentende-se a presença da expressão esse recurso (L.2) cujo referente textual é o termo a água, contido em à água (L.1) imediatamente antes da forma verbal sirva (L.3).",Certo | Errado,c,2012,,2,Certo,Errado
2989,Q309430,"Julgue os seguintes itens, a respeito das ideias e de aspectosgramaticais do texto acima.A supressão do trecho em quantidade e qualidade adequadas (L.2-3) e das vírgulas que o isolam manteria a correção gramatical do período e a unidade semântica do trecho.",Certo | Errado,c,2012,,2,Certo,Errado
2990,Q309431,"Com referência às ideias e a aspectos gramaticais do texto acima,julgue os itens de 1 a 10.Na linha 2, o elemento Embora poderia ser substituído por Desde que, sem que se prejudicassem a correção gramatical e o sentido original do texto.",Certo | Errado,e,2012,,2,Certo,Errado
2993,Q309534,Julgue os itens seguintes acerca do fragmento de poema acima.É correto afirmar que o poema mimetiza características de outro gênero textual.,Certo | Errado,c,2012,,2,Certo,Errado
2994,Q309536,"Acerca das ideias e estruturas do texto acima, julgue ospróximos itens.No trecho não se visa (...) a informar (...) a fornecer (L.12-13), o elemento a, em ambas as ocorrências, poderia ser omitido sem que isso trouxesse prejuízo à correção gramatical do texto.",Certo | Errado,c,2012,,2,Certo,Errado
2995,Q309537,"Julgue os itens de 82 a 85, referentes às ideias e às estruturas dotexto acima.Mantendo-se a correção gramatical e as relações semânticas do texto, seu último período poderia ser assim reescrito: Haja vista que a obra literária pode ser, a um só tempo, bela e verdadeira, a dicotomia beleza/verdade não procede.",Certo | Errado,c,2012,,2,Certo,Errado
2996,Q309538,"Com base no texto acima, julgue os itens que se seguem.No trecho monoteísmo judaico-cristão nas ciências (L.16-17), o adjetivo é grafado na sua forma mais conhecida, embora também estejam corretas as formas judaicocristão e judaico cristão.",Certo | Errado,e,2012,,2,Certo,Errado
2997,Q309539,"Com referência ao texto acima, julgue os seguintes itens.Segundo a autora, a definição do belo surge como consequência do medo que se tem do que não é familiar, ou seja, do que fica à margem de padrões sociais e incide na categoria de desconhecido.",Certo | Errado,e,2012,,2,Certo,Errado
2998,Q309599,"Com base nas informações e nas estruturas linguísticas do texto,julgue os próximos itens. Ao se substituir onde (L.9) por quando, muda-se a referência de lugar para a referência à situação, à ocasião, preservando-se a correção gramatical do período.",Certo | Errado,c,2012,,2,Certo,Errado
2999,Q309600,"Com base nas estruturas linguísticas do texto acima, julgue os itensa seguir.Infere-se das informações do texto que a ameaça de incluir na Lei da Improbidade Administrativa (Lei n.º 8.429/1992) os gestores públicos que não se envolverem com o combate às drogas é uma forma de provocar a responsabilização por ações efetivas no esforço de inibir o avanço do tráfico e do consumo delas.",Certo | Errado,c,2012,,2,Certo,Errado
3000,Q309601,"Em relação às ideias e estruturas linguísticas do texto acima, julgueos itens subsecutivos.A substituição de foram registrados (L.8-9) por registraram-se prejudica a correção gramatical do período e altera suas informações originais.",Certo | Errado,e,2012,,2,Certo,Errado
3001,Q309602,"Em relação às ideias e estruturas linguísticas do texto, julgue ositens de 1 a 7.São irônicas as explicações dadas pelo narrador para o fato de os deputados brasileiros não comparecerem à Câmara, subentendendo-se que ele defende a presença deles na Câmara.",Certo | Errado,c,2012,,2,Certo,Errado
3002,Q309603,"Em relação às ideias e estruturas linguísticas do texto, julgue ositens de 1 a 7.Na expressão Respeito as cãs do distinto mineiro (L.5), a palavra cãs, cujo significado literal é cabelos brancos, está empregada em sentido figurado, pois é um detalhe que faz referência à idade avançada do deputado mineiro.",Certo | Errado,c,2012,,2,Certo,Errado
3003,Q309745,"Com base na leitura do texto acima, julgue os itens seguintes.O segmento muitas de artistas renomados (L.5-6) está entre vírgulas porque constitui uma oração que restringe o termo antecedente.",Certo | Errado,e,2012,,2,Certo,Errado
3004,Q309746,"Com base nas ideias e estruturas linguísticas do texto, julgue ospróximos itens.A estrutura linguística do texto seria prejudicada caso se substituísse o ponto final após cultural (L.11) por sinal de dois-pontos, e a vírgula após Brasília (L.14), por ponto final, eliminando-se o trecho subsequente.",Certo | Errado,e,2012,,2,Certo,Errado
3005,Q310409,"No que diz respeito a aspectos gramaticais e semânticos do texto acima, julgue os itens subsecutivos.. Estaria mantida a correção gramatical do texto caso o trecho quando infrações penais afetam bens, serviços e interesses da União (l.10-11) fosse reescrito da seguinte forma: quando bens, serviços e interesses da União são atingidos por infrações penais.",Certo | Errado,c,2012,,2,Certo,Errado
3006,Q310410,"No que diz respeito a aspectos gramaticais e semânticos do texto acima, julgue os itens subsecutivos.. Na linha 12, se o pronome lhes fosse deslocado para depois da forma verbal realizam, ligando-se a esta por meio de hífen, seriam mantidos o sentido original e a correção gramatical do texto.",Certo | Errado,e,2012,,2,Certo,Errado
3007,Q310411,"Com referência à ideias e às estruturas linguísticas do texto acima, julgue os itens. O emprego do sinal indicativo da crase, obrigatório em indústria às avessas (l.5) e em à suprema descoberta (l.34-35), deve-se à formação de locuções adverbiais.",Certo | Errado,e,2012,,2,Certo,Errado
3008,Q310412,"Com referência à ideias e às estruturas linguísticas do texto acima, julgue os itens. De acordo com os sentidos do texto, depreende-se que a suprema descoberta (l.35) de Pascal é uma metáfora para razão e submissão, o que está evidenciado naquilo que Pascal impõe: ficar quietinho no quarto (l.36).",Certo | Errado,e,2012,,2,Certo,Errado
3009,Q310413,"Julgue os itens, relativos ao texto acima. O período Por conseguinte, (...) a longo prazo (l.15-18) estaria igualmente correto se a expressão adverbial a longo prazo fosse deslocada para o início desse período, da seguinte maneira: A longo prazo, por conseguinte, (...).",Certo | Errado,e,2012,,2,Certo,Errado
3010,Q310414,"Julgue os itens, relativos ao texto acima. Seriam mantidos a correção e o sentido do texto se o trecho para cientistas que estudam as mudanças climáticas (l.23-24) fosse reescrito da seguinte forma: para pesquisadores que investigam as alterações do clima.",Certo | Errado,c,2012,,2,Certo,Errado
3011,Q311040,"Preserva-se a correção gramatical do texto ao se substituírem os dois-pontos, após a expressão “ ou seja“ (l.20), por vírgula.",Certo | Errado,c,2012,,2,Certo,Errado
3012,Q311042,"Depreende-se do texto que enviar mensagens por meio de garrafas pode ser mais eficaz do que as enviar pelas redes sociais, porque remete a tempos antigos, trazendo à tona sentimentos mais primitivos de pertencimento.",Certo | Errado,e,2012,,2,Certo,Errado
3013,Q311043,O texto mostra que pequenas atitudes praticadas por cidadãos comuns podem colaborar para a melhoria do trânsito hoje considerado um problema difícil de ser solucionado.,Certo | Errado,c,2012,,2,Certo,Errado
3014,Q311051,"Os verbos “comunicar”, “ensinar” e “comandar”, quando complementados pelo pronome a, acentuam-se da mesma forma que “constatá-las”, “designá-las” e “elevá-las”.",Certo | Errado,c,2012,,2,Certo,Errado
