,text,question_id,is_correct,has_image_alt,alternative,answer_image
997,restringir a atuação do Parlamento.,200,0,0,c,
998,impedir a contratação de familiares para o serviço público.,200,1,0,d,
999,reduzir a ação das instituições constitucionais.,200,0,0,e,
1000,"estrangeirismo, uso de elementos linguísticos originados em outras línguas e representativos de outras culturas.",201,0,0,a,
1001,"neologismo, criação de novos itens linguísticos, pelos mecanismos que o sistema da língua disponibiliza.",201,1,0,b,
1002,"gíria, que compõe uma linguagem originada em determinado grupo social e que pode vir a se disseminar em uma comunidade mais ampla.",201,0,0,c,
1003,"regionalismo, por ser palavra característica de determinada área geográfica.",201,0,0,d,
1004,"termo técnico, dado que designa elemento de área a de atividade.",201,0,0,e,
1005,"o egípcio antigo e o grego apresentam a mesma estrutura gramatical, assim como as línguas indígenas brasileiras e o português do Brasil.",202,0,0,a,
1006,"o egípcio e o grego apresentavam letras e palavras similares, o que possibilitou a comparação linguística, o mesmo que aconteceu com as línguas indígenas brasileiras e o português do Brasil.",202,1,0,b,
1007,cada língua é única e intraduzível.,202,0,0,c,
1008,"elementos de uma língua são preservados, ainda que não haja mais falantes dessa língua.",202,0,0,d,
1009,a língua escrita de determinado grupo desaparece quando a sociedade que a produzia é extinta.,202,0,0,e,
1010,"ocupa posição fixa, sendo inadequado seu uso na abertura da frase.",203,0,0,a,
1011,contém uma ideia de sequência temporal que direciona a conclusão do leitor.,203,0,0,b,
1012,assume funções discursivas distintas nos dois contextos de uso.,203,0,0,c,
1013,expressa o mesmo conteúdo nas duas situações em que aparece no texto.,203,0,0,d,
1014,"quebra a fluidez do texto e prejudica a compreensão, se usado no início da frase.",203,1,0,e,
1015,enfatiza a herança da Inquisição em comportamentos culturais observados em Portugal e na Espanha.,204,0,0,a,
1016,"contesta sociólogos, psicólogos e historiadores sobre a manutenção de comportamentos gerados pela Inquisição.",204,1,0,b,
1017,contrapõe argumentos de historiadores e sociólogos a respeito de comportamentos culturais inquisidores.,204,0,0,c,
1018,relativiza comportamentos originados na Inquisição e observados na sociedade brasileira.,204,0,0,d,
1019,questiona a existência de comportamentos culturais brasileiros marcados pela herança da Inquisição,204,0,0,e,
1020,"garante a gravação das conversas, o que possibilita que um diálogo permaneça aberto, independente da disposição de cada participante.",205,1,0,a,
1021,"limita a quantidade de participantes conectados nas salas de bate-papo, a fim de garantir a qualidade e eficiência dos diálogos, evitando mal-entendidos.",205,0,0,b,
1022,"possibilita que ocorra diálogo sem a exposição da identidade real dos indivíduos, que podem recorrer a apelidos fictícios sem comprometer o fluxo da comunicação em tempo real.",205,0,0,c,
1023,disponibiliza salas de bate-papo sobre diferentes assuntos com pessoas pré-selecionadas por meio de um sistema de busca monitorado e atualizado por autoridades no assunto.,205,0,0,d,
1024,seleciona previamente conteúdos adequados à faixa etária dos usuários que serão distribuídos nas faixas de idade organizadas pelo site que disponibiliza a ferramenta.,205,0,0,e,
1025,"ocorre pela facilidade de acesso à página, o que torna a informação vulnerável, ou seja, pela dinâmica da mídia.",206,1,0,a,
1026,ressalta a crescente busca das enciclopédias impressas para as pesquisas escolares.,206,0,0,b,
1027,"revela o desconhecimento do usuário, impedindo-o de formar um juízo de valor sobre as informações.",206,0,0,c,
1028,acontece pelo fato de sua construção coletiva possibilitar a edição e reedição das informações por qualquer pessoa no mundo inteiro.,206,0,0,d,
1029,"imita a disseminação do saber, apesar do crescente número de acessos ao site que a abriga, por falta de legitimidade",206,0,0,e,
1030,"Separação mecânica, extração, decantação.",207,0,0,a,
1031,"Separação magnética, combustão, filtração.",207,0,0,b,
1032,"Separação magnética, extração, filtração.",207,1,0,c,
1033,"Imantação, combustão, peneiração.",207,0,0,d,
1034,"Imantação, destilação, filtração.",207,0,0,e,
1035,o desejo de morrer como alívio para a desilusão amorosa.,208,0,0,a,
1036,o gosto pela escuridão como solução para o sofrimento.,208,1,0,b,
1037,a angústia alimentada pela constatação da irreversibilidade da morte.,208,0,0,c,
1038,a melancolia que frustra a possibilidade de reação diante da perda.,208,0,0,d,
1039,o descontrole das emoções provocado pela autopiedade.,208,0,0,e,
1040,o detalhamento do cotidiano dos personagens revela a sua origem social.,209,0,0,a,
1041,o espaço onde vivem os personagens é uma das marcas de sua exclusão.,209,0,0,b,
1042,a crítica à indiferença da sociedade pelos marginalizados é direta.,209,0,0,c,
1043,a linguagem afetiva aproxima os narradores dos personagens marginalizados.,209,1,0,d,
1044,a ironia marca o distanciamento dos narradores em relação aos personagens.,209,0,0,e,
1045,"adverte os leitores de que a internet pode transformar-se em um problema porque expõe a vida dos usuários e, por isso, precisa ser investigada.",210,0,0,a,
1046,"ensina aos leitores os procedimentos necessários para que as pessoas conheçam, em profundidade, os principais meios de comunicação da atualidade.",210,0,0,b,
1047,exemplifica e explica o novo serviço global de mensagens rápidas que desafia os hábitos de comunicação e reinventa o conceito de privacidade.,210,1,0,c,
1048,procura esclarecer os leitores a respeito dos perigos que o uso do Twitter pode representar nas relações de trabalho e também no plano pessoal.,210,0,0,d,
1049,apresenta uma enquete sobre as redes sociais mais usadas na atualidade e mostra que o Twitter é preferido entre a maioria dos internautas.,210,0,0,e,
1050,"questões controversas e fatos diversos da vida de personalidade histórica, ressaltando sua intimidade familiar em detrimento de seus feitos públicos.",211,0,0,a,
1051,"apresentação da vida de uma personalidade, organizada sobretudo pela ordem tipológica da narração, com um estilo marcado por linguagem objetiva.",211,0,0,b,
1052,"fatos ficcionais, relacionados a outros de caráter realista, relativos à vida de um renomado escritor.",211,0,0,c,
1053,representações generalizadas acerca da vida de membros da sociedade por seus trabalhos e vida cotidiana.,211,0,0,d,
1054,"explicações da vida de um renomado escritor, com estrutura argumentativa, destacando como tema seus principais feitos.",211,1,0,e,
1055,"coloquial, considerando-se que ele era um cidadão brasileiro comum.",212,0,0,a,
1056,"culta, adequando-se ao seu interlocutor e à situação de comunicação.",212,0,0,b,
1057,"informal, pressupondo o grau de escolaridade de seu interlocutor.",212,0,0,c,
1058,"regional, adequada à troca de informações na situação apresentada.",212,1,0,d,
1059,"jurídica, exigida pelo tema relacionado ao domínio do futebol.",212,0,0,e,
1060,exaltar o emprego da língua figurada.,213,0,0,a,
1061,criar suspense e despertar temor no leitor.,213,0,0,b,
1062,"influenciar a opinião dos leitores sobre o tema, com as marcas argumentativas de seu posicionamento.",213,1,0,c,
1063,induzir o leitor a pensar que os satélites artificiais representam um grande perigo para toda a humanidade.,213,0,0,d,
1064,exercitar a ironia ao empregar “avenida congestionada”; “tráfego celeste tão intenso”; “montanha de lixo”.,213,0,0,e,
1065,"na admiração dos metais por parte de Rubião, que metaforicamente representam a durabilidade dos bens produzidos pelo trabalho.",214,1,0,a,
1066,"na resistência de Rubião aos criados estrangeiros, que reproduz o sentimento de xenofobia.",214,0,0,b,
1067,"no conflito entre o passado pobre e o presente rico, que simboliza o triunfo da aparência sobre a essência.",214,0,0,c,
1068,no sentimento de nostalgia do passado devido à substituição da mão de obra escrava pela dos imigrantes.,214,0,0,d,
1069,"na referência a Fausto e Mefistófeles, que representam o desejo de eternização de Rubião.",214,0,0,e,
1070,a informação de que as políticas sociais compensatórias eliminarão a atividade criminosa a longo prazo.,215,0,0,a,
1071,o convencimento do leitor de que para haver a superação do problema do narcotráfico é preciso aumentar a ação policial.,215,0,0,b,
1072,uma exposição numérica realizada com o fim de mostrar que o negócio do narcotráfico é vantajoso e sem riscos.,215,0,0,c,
1073,uma denúncia de quadrilhas que se organizam em torno do narcotráfico.,215,1,0,d,
1074,a constatação de que o narcotráfico restringe-se aos centros urbanos.,215,0,0,e,
1075,instituições que divulgam o crescimento de jovens no crime organizado.,216,0,0,a,
1076,sugestões que ajudam a reduzir a atração exercida pelo crime organizado.,216,0,0,b,
1077,políticas sociais que impedem o aliciamento de crianças no crime organizado.,216,0,0,c,
1078,pesquisadores que se preocupam com os jovens envolvidos no crime organizado.,216,0,0,d,
1079,números que comparam os valores pagos entre os programas de governo e o crime organizado.,216,1,0,e,
1080,"resistência da senhora em aceitar a liberdade dos negros, evidenciada no final do texto.",217,0,0,a,
1081,"rejeição aos criados por parte da senhora, que preferia tratá-los com castigos.",217,0,0,b,
1082,"falta de aproximação entre a menina e a senhora, preocupada com as amigas.",217,0,0,c,
1083,"receptividade da senhora para com os padres, mas deselegante para com as beatas.",217,1,0,d,
1084,"ironia do padre a respeito da senhora, que era perversa com as crianças.",217,0,0,e,
1085,possibilita vínculos pessoais duradouros e encontros casuais.,218,0,0,a,
1086,propicia o sentido de comunidade e a exibição pessoal.,218,0,0,b,
1087,promove o anonimato e a segregação social.,218,0,0,c,
1088,desperta sensações contraditórias e desejo de reconhecimento.,218,1,0,d,
1089,favorece o cultivo da intimidade e a exposição dos dotes físicos.,218,0,0,e,
1090,"a quantidade de cigarros consumidos por pessoa, diariamente, excede o máximo de nicotina recomendado para os indivíduos, inclusive para os não fumantes.",219,0,0,a,
1091,"para garantir o prazer que o indivíduo tem ao fumar, será necessário aumentar as estatísticas de fumo passivo.",219,0,0,b,
1092,a conscientização dos fumantes passivos é uma maneira de manter a privacidade de cada indivíduo e garantir a saúde de todos.,219,0,0,c,
1093,"os não fumantes precisam ser respeitados e poupados, pois estes também estão sujeitos às doenças causadas pelo tabagismo.",219,1,0,d,
1094,"o fumante passivo não é obrigado a inalar as mesmas toxinas que um fumante, portanto depende dele evitar ou não a contaminação proveniente da exposição ao fumo.",219,0,0,e,
1095,"reconhecer que as pessoas temem que o avanço dos meios de comunicação, inclusive on-line, substitua o homem e leve alguns profissionais ao esquecimento.",220,1,0,a,
1096,"revelar o receio das pessoas em experimentar novos meios de comunicação, com medo de sentirem retrógradas.",220,0,0,b,
1097,considerar as relações entre o conhecimento teórico e o conhecimento empírico e acrescenta que novos gêneros textuais surgiram com o progresso.,220,0,0,c,
1098,observar que a língua escrita não é uma transcrição fiel da língua oral e explica que as palavras antigas devem ser utilizadas para preservar a tradição.,220,0,0,d,
1099,"perguntar sobre a razão das pessoas visitarem museus, exposições, etc., e reafirma que os fotógrafos são os únicos responsáveis pela produção de obras de arte.",220,0,0,e,
1100,"relatos pessoais, pois o narrador apresenta sua percepção dos fatos.",221,1,0,a,
1101,"editoriais, pois o editorialista faz uma abordagem detalhada dos fatos.",221,0,0,b,
1102,"romances românticos, pois os eventos ocorrem em diversos cenários.",221,0,0,c,
1103,"dicionários, pois a forma do texto dá liberdade de acesso à informação.",221,0,0,d,
1104,"documentários, pois o autor faz uma seleção dos fatos e das imagens.",221,0,0,e,
1105,reflexão.,222,1,0,a,
1106,refração.,222,0,0,b,
1107,difração.,222,0,0,c,
1108,polarização.,222,0,0,d,
1109,interferência.,222,0,0,e,
1110,A água quente que está em uma caneca é passada para outra caneca a fim de diminuir sua temperatura.,223,1,0,a,
1111,Um forno pode fornecer calor para uma vasilha de água que está em seu interior com menor temperatura do que a dele.,223,0,0,b,
1112,A temperatura da água pode ficar constante durante o tempo em que estiver fervendo.,223,0,0,c,
1113,Uma mãe coloca a mão na água da banheira do bebê para verificar a temperatura da água.,223,0,0,d,
1114,A chama de um fogão pode ser usada para aumentar a temperatura da água em uma panela.,223,0,0,e,
1115,produz um aumento de volume que aumenta o ponto de ebulição da água.,224,0,0,a,
1116,proporciona uma queda de pressão no interior da seringa que diminui o ponto de ebulição da água.,224,0,0,b,
1117,possibilita uma diminuição da densidade da água que facilita sua ebulição.,224,0,0,c,
1118,permite a entrada de calor do ambiente externo para o interior da seringa.,224,1,0,d,
1119,"provoca, por atrito, um aquecimento da água contida na seringa.",224,0,0,e,
1120,diminua devido a utilização de caldeiras por indústrias metalúrgicas.,225,0,0,a,
1121,aumente devido ao bloqueio da luz do sol pelos gases do efeito estufa.,225,0,0,b,
1122,diminua devido à não necessidade de aquecer a água utilizada em indústrias.,225,0,0,c,
1123,aumente devido à necessidade de maior refrigeração de indústrias e residências.,225,1,0,d,
1124,diminua devido à grande quantidade de radiação térmica reutilizada.,225,0,0,e,
1125,"aumento da salinidade, que atinge um nível em que as plantas têm muita sudação, não tendo força de sucção para superá-la.",226,1,0,a,
1126,"diminuição da salinidade, que atinge um nível em que as plantas ficam túrgidas e não têm força de sudação para superá-la.",226,0,0,b,
1127,"aumento da salinidade, em que a água do solo atinge uma concentração de sais maior que a das células das raízes das plantas, impedindo, assim, que a água seja absorvida.",226,0,0,c,
1128,"aumento da salinidade, em que o solo atinge um nível muito baixo de água, e as plantas não tem força de sucção para absorver a água.",226,0,0,d,
1129,"diminuição da salinidade, que atinge um nível em que as plantas não têm força de sucção, fazendo com que a água não seja absorvida.",226,0,0,e,
1130,do fósforo.,227,0,0,a,
1131,do carbono.,227,0,0,b,
1132,do nitrogênio.,227,0,0,c,
1133,da água.,227,1,0,d,
1134,do oxigênio.,227,0,0,e,
1135,Aquecer as águas dos rios para aumentar a velocidade de decomposição dos dejetos.,228,0,0,a,
1136,Retirar do esgoto os materiais ricos em nutrientes para diminuir a sua concentração nos rios.,228,1,0,b,
1137,Adicionar bactérias anaeróbicas às águas dos rios para que elas sobrevivam mesmo sem oxigênio.,228,0,0,c,
1138,Substituir produtos não degradáveis por biodegradáveis para que as bactérias possam utilizar os nutrientes.,228,0,0,d,
1139,Aumentar a solubilidade dos dejetos no esgoto para que os nutrientes fiquem mais acessíveis às bactérias.,228,0,0,e,
1140,Substituir o fósforo dos fertilizantes por outro elemento com a mesma função para suprir as necessidades do uso de seus íons.,229,1,0,a,
1141,"Proibir, por meio de lei federal, o uso de fertilizantes com fósforo pelos agricultores, para diminuir sua extração das reservas naturais.",229,0,0,b,
1142,"Incentivar a reciclagem de resíduos biológicos, utilizando dejetos animais e restos de culturas para produção de adubo.",229,0,0,c,
1143,Repor o estoque retirado das minas com um íon sintético de fósforo para garantir o abastecimento da indústria de fertilizantes.,229,0,0,d,
1144,Aumentar a importação de íons fosfato dos países ricos para suprir as exigências das indústrias nacionais de fertilizantes.,229,0,0,e,
1145,forneceu a maior quantidade de energia em menos tempo.,230,0,0,a,
1146,cedeu energia à amostra de menor calor específico mais lentamente.,230,0,0,b,
1147,forneceu a menor quantidade de energia às amostras em menos tempo.,230,1,0,c,
1148,forneceu a maior quantidade de energia às amostras.,230,0,0,d,
1149,cedeu energia à amostra de maior massa em mais tempo.,230,0,0,e,
1150,falta de flúor e de cálcio na alimentação diária da população brasileira.,231,0,0,a,
1151,"consumo exagerado do xilitol, um açúcar, na dieta alimentar diária do indivíduo.",231,0,0,b,
1152,redução na proliferação bacteriana quando a saliva é desbalanceada pela má alimentação.,231,0,0,c,
1153,"uso exagerado do flúor, um agente que em alta quantidade torna-se tóxico à formação dos dentes.",231,0,0,d,
1154,"consumo excessivo de açúcares na alimentação e má higienizaçao bucal, que contribuem para a proliferação de bactérias.",231,1,0,e,
1155,"antibiótico ou soro, tanto contra o vírus da febre amarela como para veneno de cobras, e vacina contra a leptospirose.",232,0,0,a,
1156,soro antiofídico e antibiótico contra a Leptospira sp e vacina contra a febre amarela caso entre em contato com o vírus causador da doença.,232,1,0,b,
1157,"antibiótico contra o vírus da febre amarela, soro antiofídico caso seja picado por uma cobra e vacina contra a leptospirose.",232,0,0,c,
1158,"vacina contra o vírus da febre amarela, soro antiofídico caso seja picado por uma cobra e antibiótico caso entre em contato com a Leptospira sp.",232,0,0,d,
1159,"soro contra o vírus da febre amarela, antibiótico caso seja picado por uma cobra e soro contra toxinas bacterianas.",232,0,0,e,
1160,"ilustram a interdependência das diversas formas de vida (animal, vegetal e outras) e o seu habitat.",233,0,0,a,
1161,"indicam a alta resistência do meio ambiente à ação do homem, além de evidenciar a sua sustentabilidade mesmo em condições extremas de poluição.",233,0,0,b,
1162,"evidenciam a grande capacidade animal de se adaptar às mudanças ambientais, em contraste com a baixa capacidade das espécies vegetais, que estão na base da cadeia alimentar hídrica.",233,1,0,c,
1163,indicam a independência da espécie humana com relação ao ambiente marinho.,233,0,0,d,
1164,alertam para a necessidade do controle da poluição ambiental para a redução do efeito estufa.,233,0,0,e,
1165,na temperatura da superfície do planeta.,234,0,0,a,
1166,no formato da camada gasosa do planeta.,234,0,0,b,
1167,no campo gravitacional gerado pelo planeta.,234,0,0,c,
1168,na composição química das nuvens do planeta.,234,0,0,d,
1169,na densidade das nuvens que compõem o planeta.,234,1,0,e,
1170,CO2 e CH4,235,0,0,a,
1171,H2 e CO2,235,1,0,b,
1172,S e CH4,235,0,0,c,
1173,S e NO3-,235,0,0,d,
1174,H2 e NO3-,235,0,0,e,
1175,"IV, III, I e II.",236,0,0,a,
1176,"I, IV, II e III.",236,0,0,b,
1177,"IV, I, III e II.",236,0,0,c,
1178,"IV, I, II e III.",236,0,0,d,
1179,"I, IV, III e II.",236,1,0,e,
1180,"insatisfatória, pois a reação apresentada não permite que a energia presente no meio externo seja absorvida pelo sistema para ser utilizada posteriormente.",237,0,0,a,
1181,"insatisfatória, uma vez que há formação de gases poluentes e com potencial poder explosivo, tornando-a uma reação perigosa e de difícil controle.",237,0,0,b,
1182,"insatisfatória, uma vez que a a formação do gás CO que não possui conteúdo energético passível de ser aproveitado posteriormente e é considerado um gás poluente.",237,0,0,c,
1183,"satisfatória, uma vez que a reação direta ocorre com absorção de calor e promove a formação das substâncias combustíveis que poderão ser utilizadas posteriormente para a obtenção de energia e realização de trabalho útil.",237,1,0,d,
1184,"satisfatória, uma vez que a reação direta ocorre com liberação de calor havendo ainda a formação das substâncias combustíveis que poderão ser utilizadas posteriormente para a obtenção de energia a realização de trabalho útil.",237,0,0,e,
1185,"O alto poder de reprodução, aumentando a variabilidade genética dos milhares de indivíduos e a nutrição heterotrófica, como única forma de obtenção de matéria-prima e energia desses micro-organismos.",238,0,0,a,
1186,"O alto poder de reprodução, originando milhares de descendentes geneticamente idênticos entre si e a diversidade metabólica, considerando processos aeróbicos e anaeróbicos para a obtenção de energia.",238,0,0,b,
1187,"A grande capacidade de adaptação, considerando as constantes mudanças no ambiente em que se reproduzem e o processo aeróbico como a melhor opção desses micro-organismos para a obtenção de energia.",238,0,0,c,
1188,"A grande capacidade de sofrer mutações, aumentando a probabilidade do aparecimento de formas resistentes e o processo anaeróbico da fermentação como a principal via de obtenção de energia.",238,0,0,d,
1189,"A diversidade morfológica entre as bactérias, aumentando a variedade de tipos de agentes infecciosos e a nutrição heterotrófica, como forma de esses micro-organismos obterem matéria-prima e energia.",238,1,0,e,
1190,"2,40 g",239,0,0,a,
1191,"35,5 g",239,0,0,b,
1192,"71,0 g",239,0,0,c,
1193,"0,02 g",239,1,0,d,
1194,"0,04 g",239,0,0,e,
1195,"0,4 mg de O2/litro",240,0,0,a,
1196,"1,7 mg de O2/litro",240,0,0,b,
1197,"2,7 mg de O2/litro",240,0,0,c,
1198,"9,4 mg de O2/litro",240,0,0,d,
1199,"10,7 mg de O2/litro",240,1,0,e,
1200,"metal, e o telefone não funcionava porque a área lateral da caixa de metal era maior.",241,0,0,a,
1201,"madeira, e o telefone não funcionava porque a espessura desta caixa era maior que a espessura da caixa de metal.",241,1,0,b,
1202,"madeira, e o telefone não funcionava porque a madeira não é um bom condutor de eletricidade.",241,0,0,c,
1203,"metal, e o telefone não funcionava devido à blindagem eletrostática que o metal proporcionava.",241,0,0,d,
1204,"metal, e o telefone não funcionava porque o metal refletia todo tipo de radiação que nele incidia.",241,0,0,e,
1205,"o corpo anelado é uma característica fortemente adaptativa, mas transmitida apenas à primeira geração de descendentes.",242,0,0,a,
1206,"as patas teriam sido perdidas pela falta de uso e, em seguida, essa característica foi incorporada ao patrimônio genético e então transmitidas aos descendentes.",242,1,0,b,
1207,"as características citadas no texto foram adquiridas por meio de mutações e depois, ao longo do tempo, foram selecionadas por serem mais adaptadas ao ambiente em que os organismos se encontram.",242,0,0,c,
1208,as características citadas no texto foram originadas pela seleção natural.,242,0,0,d,
1209,"a ausência de olhos teria sido causada pela falta de uso dos mesmos, segundo a lei do uso e desuso.",242,0,0,e,
1210,diminuiria o sucesso reprodutivo desses machos transgênicos.,243,0,0,a,
1211,restringiria a área geográfica de voo dessa espécie de mosquito.,243,0,0,b,
1212,dificultaria a contaminação e reprodução do vetor natural da doença.,243,1,0,c,
1213,tornaria o mosquito menos resistente ao agente etiológico da doença.,243,0,0,d,
1214,dificultaria a obtenção de alimentos pelos machos geneticamente modificados.,243,0,0,e,
1215,"o coeficiente estequiométrico para o oxigênio é de 12,5 para 1 do octano.",244,0,0,a,
1216,o coeficiente estequiométrico para o gás carbônico é de 9 para 1 do octano,244,0,0,b,
1217,"no processo há liberação de oxigênio, sob a forma de O2",244,0,0,c,
1218,o coeficiente estequiométrico para a água é de 8 para 1 do octano.,244,1,0,d,
1219,"no processo há consumo de água, para que haja liberação de energia.",244,0,0,e,
1220,"aumenta a toxicidade do alumínio, elevando o pH dessas áreas.",245,1,0,a,
1221,"aumenta a toxicidade do alumínio, reduzindo o pH dessas áreas.",245,0,0,b,
1222,"neutraliza a toxicidade do alumínio, reduzindo o pH dessas áreas.",245,0,0,c,
1223,"inibe a toxicidade do alumínio, elevando o pH dessas áreas.",245,0,0,d,
1224,"inibe a toxicidade do alumínio, reduzindo o pH dessas áreas.",245,0,0,e,
1225,manter o volume de absorção.,246,0,0,a,
1226,aumentar a superfície de absorção.,246,1,0,b,
1227,diminuir a velocidade de absorção.,246,0,0,c,
1228,aumentar o tempo da absorção.,246,0,0,d,
1229,manter a seletividade na absorção.,246,0,0,e,
1230,"água exercerá uma força na escultura para baixo, e esta passará a receber uma força ascendente do piso da piscina. Esta força ajudará a anular a ação da força peso na escultura.",247,0,0,a,
1231,"água exercerá uma força na escultura proporcional ao seu volume, e para cima. Esta força se somará à força que os trabalhadores fazem, podendo resultar em uma força ascendente maior que o peso da escultura.",247,0,0,b,
1232,"escultura flutuará, desta forma, os homens não precisarão fazer força para remover a escultura do fundo.",247,0,0,c,
1233,"escultura ficará como peso menor. Desta forma, a intensidade da força necessária para elevar a escultura será menor.",247,0,0,d,
1234,"água exercerá uma força na escultura proporcional a sua massa, e para cima. Esta força se somará à força que os trabalhadores fazem para anular a ação da força peso da escultura.",247,1,0,e,
1235,"O lixo orgânico e inorgânico é encoberto, e o chorume canalizado para ser tratado e neutralizado.",248,0,0,a,
1236,"O lixo orgânico é completamente separado do lixo inorgânico, evitando a formação de chorume.",248,0,0,b,
1237,"O lixo industrial é separado e acondicionado de forma adequada, formando uma bolsa de resíduos.",248,1,0,c,
1238,O lixo é recolhido e incinerado pela combustão a altas temperaturas.,248,0,0,d,
1239,"O lixo hospitalar é separado para ser enterrado e sobre ele, colocada cal virgem.",248,0,0,e,
1240,a decomposição da cobertura morta dessas culturas resulta em economia na aquisição de adubos industrializados.,249,0,0,a,
1241,"o plantio de cana-de-açúcar propicia um solo mais adequado para o cultivo posterior da soja, do amendoim e do feijão.",249,0,0,b,
1242,"as leguminosas absorvem do solo elementos químicos diferentes dos absorvidos pela cana, restabelecendo o equilíbrio do solo.",249,0,0,c,
1243,"a queima dos restos de vegetais do cultivo da cana-de-açúcar transforma-se em cinzas, sendo reincorporadas ao solo, o que gera economia na aquisição de adubo.",249,0,0,d,
1244,"a soja, o amendoim e o feijão, além de possibilitarem a incorporação ao solo de determinadas moléculas disponíveis na atmosfera, são grãos comercializados no mercado produtivo.",249,1,0,e,
1245,"Fotovoltaica, pois é possível aproveitar a energia solar que chega à superfície do local.",250,0,0,a,
1246,"Hidrelétrica, pois o rio que corta o município é suficiente para abastecer a usina construída.",250,0,0,b,
1247,"Termoelétrica, pois é possível utilizar a água do rio no sistema de refrigeração.",250,0,0,c,
1248,"Eólica, pois a geografia do local é própria para a captação desse tipo de energia.",250,1,0,d,
1249,"Nuclear, pois o modo de resfriamento de seus sistemas não afetariam a população.",250,0,0,e,
1250,2,251,0,0,a,
1251,200,251,1,0,b,
1252,2000,251,0,0,c,
1253,"0,02",251,0,0,d,
1254,"0,2",251,0,0,e,
1255,"Caatinga, Cerrado, Zona dos Cocais e Floresta Amazônica.",252,0,0,a,
1256,"Mata de Araucárias, Cerrado, Zona dos Cocais e Caatinga.",252,1,0,b,
1257,"Manguezais, Zona dos Cocais, Cerrado e Mata Atlântica.",252,0,0,c,
1258,"Floresta Amazônica, Cerrado, Mata Atlântica e Pampas.",252,0,0,d,
1259,"Mata Atlântica, Cerrado, Zona dos Cocais e Pantanal.",252,0,0,e,
1260,"teve seu ritmo biológico alterado devido à ausência de luz e de contato com o mundo externo, no qual a noção de tempo de um dia é modulada pela presença ou ausência do sol.",253,0,0,a,
1261,"deveria não ter apresentado nenhuma mudança do seu período de sono porque, na realidade, continua com seu ritmo normal, independentemente do ambiente em que seja colocada.",253,0,0,b,
1262,"apresentou aumento do seu período de sono contínuo e passou a dormir durante o dia, pois seu ritmo biológico foi alterado apenas no período noturno.",253,0,0,c,
1263,"apresentou pouca alteração do seu ritmo circadiano, sendo que sua noção de tempo foi alterada somente pela sua falta de atenção à passagem do tempo.",253,1,0,d,
1264,"estava com seu ritmo já alterado antes de entrar na sala, o que significa que apenas progrediu para um estado mais avançado de perda do ritmo biológico no escuro.",253,0,0,e,
1265,"Animal B, lâmina A e gel B.",254,0,0,a,
1266,"Animal B, lâmina B e gel A.",254,0,0,b,
1267,"Animal A, lâmina B e gel B.",254,1,0,c,
1268,"Animal A, lâmina B e gel A.",254,0,0,d,
1269,"Animal A, lâmina A e gel B.",254,0,0,e,
1270,as moléculas X e Y atuam como extratores catiônicos uma vez que a parte polar da molécula troca o íon H+ pelo cátion do metal.,255,1,0,a,
1271,as moléculas X e Y atuam como extratores aniônicos uma vez que a parte polar da molécula troca o íon H+ pelo cátion do metal.,255,0,0,b,
1272,as moléculas X e Y atuam como extratores catiônicos uma vez que a parte polar da molécula troca o íon PO2-2 pelo cátion do metal.,255,0,0,c,
1273,as moléculas X e Y atuam como extratores aniônicos uma vez que a parte polar da molécula troca o íon PO2-2 pelo cátion do metal.,255,0,0,d,
1274,as moléculas X e Y fazem ligações com os ions metálicos resultando em compostos com caráter apolar o que justifica a eficácia da extração.,255,0,0,e,
1275,,256,0,1,a,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/80-images/alt_img_3.png
1276,,256,0,1,b,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/80-images/alt_img_4.png
1277,,256,0,1,c,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/80-images/alt_img_0.png
1278,,256,1,1,d,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/80-images/alt_img_1.png
1279,,256,0,1,e,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/80-images/alt_img_2.png
1280,,257,0,1,a,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/84-images/alt_img_2.png
1281,,257,0,1,b,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/84-images/alt_img_3.png
1282,,257,0,1,c,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/84-images/alt_img_4.png
1283,,257,0,1,d,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/84-images/alt_img_0.png
1284,,257,1,1,e,https://raw.githubusercontent.com/carlosjuniorcosta1/django-app-school/master/useful_files/enem-data/enem-2010/84-images/alt_img_1.png
1285,"costumava ter o mundo aos seus pés e, de repente, se viu sem nada.",258,1,0,a,
1286,"almeja o título de rei e, por ele, tem enfrentado inúmeros inimigos.",258,0,0,b,
1287,"causa pouco temor a seus inimigos, embora tenha muito poder.",258,0,0,c,
1288,"limpava as ruas e, com seu esforço, tornou-se rei de seu povo.",258,0,0,d,
